NAME	negative regulation of transcription from RNA polymerase II promoter	Golgi membrane	mitotic cytokinesis	response to reactive oxygen species	fungal-type vacuole membrane	carbon catabolite regulation of transcription from RNA polymerase II promoter	nuclear chromatin	Swr1 complex	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	double-stranded DNA binding	iron ion binding	endosome	late endosome	Golgi apparatus	trans-Golgi network	microtubule	monosaccharide metabolic process	cellular glucan metabolic process	chromatin remodeling	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein targeting	ergosterol biosynthetic process	NADP metabolic process	intracellular protein transport	intra-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	endocytosis	response to oxidative stress	vacuolar transport	microtubule binding	cytoskeletal protein binding	zinc ion binding	lipid biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule metabolic process	positive regulation of gene expression	negative regulation of gene expression	regulation of cell communication	organophosphate ester transport	ATP transport	vesicle-mediated transport	endosomal transport	cytosolic transport	Golgi transport complex	Rab GTPase binding	integral component of endoplasmic reticulum membrane	nuclear migration along microtubule	regulation of cellular pH	positive regulation of cellular biosynthetic process	cytoplasmic vesicle	cellular response to nutrient levels	cellular response to nutrient	organelle subcompartment	CVT pathway	maintenance of protein location in cell	late endosome to vacuole transport via multivesicular body sorting pathway	protein localization to organelle	protein localization to Golgi apparatus	ESCRT complex	retrograde transport, endosome to Golgi	protein homodimerization activity	ubiquitin binding	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	histone exchange	positive regulation of GTPase activity	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular carbohydrate metabolic process	Golgi apparatus part	single-organism carbohydrate metabolic process	carbon catabolite repression of transcription	late endosome to vacuole transport	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription	transition metal ion binding	protein heterodimerization activity	protein dimerization activity	Golgi vesicle transport	organelle fusion	regulation of response to stimulus	SWI/SNF superfamily-type complex	cellular response to chemical stimulus	cellular response to abiotic stimulus	cellular response to pH	establishment of protein localization to organelle	regulation of cellular response to stress	establishment of protein localization to membrane	bounding membrane of organelle	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of intracellular signal transduction
integral component of endoplasmic reticulum membrane	-0.06370875995449499	0.2887029288702932	-0.04938271604938143	-0.042031523642729475	-0.05985037406483844	-0.05517241379310436	-0.06370875995449499	-0.05517241379310436	-0.07413647851726989	-0.07755406413124587	-0.06969990319457788	-0.06969990319457788	-0.06969990319457788	-0.07898448519040874	-0.042031523642729475	-0.07413647851726989	-0.05517241379310436	0.13486005089058545	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	0.212962962962963	-0.06370875995449499	-0.0916348490107601	-0.09129814550641942	-0.0871624822359073	-0.0871624822359073	-0.08026755852842828	0.36408977556109734	-0.04938271604938143	-0.08430393788130809	-0.05517241379310436	-0.05517241379310436	-0.05985037406483844	-0.05985037406483844	-0.08026755852842828	-0.042031523642729475	-0.05985037406483844	-0.07898448519040874	0.4240077444336886	-0.0824742268041236	-0.0824742268041236	-0.08142493638676845	-0.07898448519040874	-0.05985037406483844	-0.05985037406483844	-0.05517241379310436	-0.08430393788130809	-0.07413647851726989	-0.06370875995449499	-0.042031523642729475	-0.042031523642729475	1.0	-0.042031523642729475	-0.042031523642729475	-0.0824742268041236	0.04090267983074683	-0.07413647851726989	-0.06694560669455976	0.1521197007481286	-0.05985037406483844	-0.042031523642729475	-0.04938271604938143	-0.08342989571263065	-0.042031523642729475	-0.04938271604938143	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	-0.05517241379310436	-0.08026755852842828	-0.05517241379310436	-0.042031523642729475	0.11087866108786551	0.1607898448519041	0.0690817186183656	-0.042031523642729475	-0.05985037406483844	-0.08142493638676845	-0.08026755852842828	-0.04938271604938143	-0.0824742268041236	-0.042031523642729475	-0.05985037406483844	-0.07413647851726989	-0.05517241379310436	-0.06969990319457788	-0.05985037406483844	-0.08142493638676845	-0.05517241379310436	-0.042031523642729475	-0.08026755852842828	-0.05985037406483844	-0.05517241379310436	0.056362083689154865	-0.04938271604938143	-0.042031523642729475
nuclear migration along microtubule	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	-0.04938271604938261	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	-0.05871886120996477	-0.04615384615384689	-0.06319947333772165	-0.03658536585365846	0.8511383537653235	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.06918238993710672	-0.06899029823931012	-0.06660231660231627	-0.06660231660231627	-0.062499999999999827	-0.04938271604938261	-0.042031523642729475	-0.06492027334851935	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	-0.04938271604938261	-0.062499999999999827	0.6544715447154478	0.41700960219478833	-0.06171932402645141	-0.055900621118011376	-0.06382978723404219	-0.06382978723404219	-0.06319947333772165	-0.06171932402645141	-0.04938271604938261	-0.04938271604938261	-0.04615384615384689	-0.06492027334851935	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	1.0	-0.03658536585365846	-0.06382978723404219	-0.06171932402645141	-0.05871886120996477	-0.05411499436302192	-0.04938271604938261	-0.04938271604938261	-0.03658536585365846	-0.042031523642729475	-0.06440071556350609	-0.03658536585365846	-0.042031523642729475	-0.042031523642729475	0.30894308943089327	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	-0.06382978723404219	0.30894308943089327	0.41700960219478833	-0.05871886120996477	0.47692307692307717	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	-0.062499999999999827	-0.04938271604938261	-0.04615384615384689	-0.06756171502815078	-0.042031523642729475	-0.03658536585365846
regulation of cellular pH	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	0.41700960219478833	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	-0.05871886120996477	-0.04615384615384689	-0.06319947333772165	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.06918238993710672	-0.06899029823931012	-0.06660231660231627	-0.06660231660231627	-0.062499999999999827	-0.04938271604938261	-0.042031523642729475	-0.06492027334851935	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	-0.04938271604938261	-0.062499999999999827	-0.03658536585365846	-0.04938271604938261	-0.06171932402645141	-0.055900621118011376	-0.06382978723404219	-0.06382978723404219	-0.06319947333772165	-0.06171932402645141	-0.04938271604938261	-0.04938271604938261	-0.04615384615384689	0.03189066059225524	0.09252669039145826	0.15841584158415845	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	1.0	-0.06382978723404219	-0.06171932402645141	-0.05871886120996477	-0.05411499436302192	-0.04938271604938261	-0.04938271604938261	-0.03658536585365846	-0.042031523642729475	-0.06440071556350609	-0.03658536585365846	-0.042031523642729475	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	-0.06382978723404219	-0.03658536585365846	-0.04938271604938261	-0.05871886120996477	-0.04615384615384689	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	-0.062499999999999827	-0.04938271604938261	-0.04615384615384689	0.07968817669987019	-0.042031523642729475	-0.03658536585365846
positive regulation of cellular biosynthetic process	0.2452830188679248	-0.1467889908256884	0.020618556701031132	0.04255319148936117	-0.11650485436893238	0.20000000000000018	-0.03773584905660372	-0.09999999999999962	0.6610169491525425	0.6774193548387095	0.6428571428571427	0.5535714285714287	0.6428571428571427	0.7244094488188978	-0.06382978723404219	-0.18644067796610164	-0.09999999999999962	-0.24060150375939818	-0.06382978723404219	-0.0824742268041236	0.10000000000000052	-0.0824742268041236	-0.03773584905660372	0.4565217391304348	0.4751381215469614	0.6753246753246755	0.6753246753246755	-0.23076923076923067	-0.11650485436893238	-0.0824742268041236	-0.26760563380281666	-0.09999999999999962	-0.09999999999999962	-0.11650485436893238	0.07766990291262085	-0.23076923076923067	-0.06382978723404219	-0.11650485436893238	0.5669291338582676	-0.16071428571428523	1.0	0.11764705882352898	0.9624060150375942	0.1732283464566932	-0.019417475728156015	-0.019417475728156015	0.0	-0.26760563380281666	-0.18644067796610164	-0.1320754716981138	-0.06382978723404219	-0.06382978723404219	-0.0824742268041236	-0.06382978723404219	-0.06382978723404219	1.0	-0.22047244094488155	0.3220338983050846	0.3119266055045876	-0.11650485436893238	-0.11650485436893238	0.04255319148936117	-0.0824742268041236	-0.18705035971223052	-0.06382978723404219	-0.0824742268041236	-0.0824742268041236	0.04255319148936117	-0.06382978723404219	-0.0824742268041236	-0.09999999999999962	-0.09999999999999962	0.7692307692307694	0.20000000000000018	0.04255319148936117	0.036697247706422395	-0.22047244094488155	0.06779661016949146	-0.06382978723404219	-0.11650485436893238	0.9624060150375942	0.9230769230769234	0.32989690721649506	0.48529411764705865	-0.06382978723404219	-0.019417475728156015	-0.18644067796610164	-0.09999999999999962	0.19642857142857148	-0.019417475728156015	0.43609022556390975	0.20000000000000018	0.25531914893617	-0.23076923076923067	0.17475728155339804	-0.09999999999999962	-0.25766871165644184	0.32989690721649506	-0.06382978723404219
cytoplasmic vesicle	0.0906230333543107	0.07047387606318412	0.1607898448519041	-0.06171932402645141	0.11227154046997374	0.13559322033898302	-0.1233480176211459	-0.09491525423728854	-0.1695101816180515	-0.18850336613153795	-0.14797416324133836	-0.14797416324133836	-0.14797416324133836	-0.19718309859154873	-0.06171932402645141	0.8596587782058338	0.4813559322033898	0.2721217887725973	0.18809698750918494	0.04090267983074683	-0.09491525423728854	0.1607898448519041	-0.1233480176211459	-0.13480950830348443	-0.1280690112806903	-0.12155137944822095	-0.12155137944822095	0.3765281173594132	-0.1096605744125325	-0.07898448519040874	0.36427628684557845	-0.09491525423728854	0.25084745762711824	0.3342036553524802	-0.1096605744125325	0.4596577017114914	0.06318883174136598	0.22323759791122674	-0.11167002012072462	-0.14797416324133836	-0.22047244094488155	0.09448818897637787	-0.21313035204567088	0.059356136820925505	0.0013054830287198098	0.44516971279373374	0.36610169491525435	0.36427628684557845	0.48541552008805755	0.1976085588420389	-0.06171932402645141	0.06318883174136598	0.04090267983074683	-0.06171932402645141	-0.06171932402645141	-0.22047244094488155	1.0	0.01761144744083698	0.07047387606318412	0.22323759791122674	0.11227154046997374	0.18809698750918494	0.28067700987306066	0.30956678700361	0.18809698750918494	0.40056417489421664	0.1607898448519041	0.06318883174136598	0.18809698750918494	0.40056417489421664	-0.09491525423728854	-0.09491525423728854	-0.20537897310513448	-0.09491525423728854	-0.06171932402645141	0.07047387606318412	0.3158953722334003	0.01761144744083698	0.18809698750918494	0.44516971279373374	-0.21313035204567088	-0.20537897310513448	-0.07898448519040874	-0.14173228346456737	-0.06171932402645141	0.0013054830287198098	0.20473307649972503	0.13559322033898302	-0.048150322959483245	-0.1096605744125325	-0.05137963843958121	-0.09491525423728854	-0.06171932402645141	0.3765281173594132	-0.1096605744125325	0.13559322033898302	0.5546407185628744	-0.07898448519040874	-0.06171932402645141
cellular response to nutrient levels	0.5058139534883722	-0.12230715774843677	-0.07413647851726989	0.24377224199288308	-0.1005331302361005	0.5920000000000001	-0.11191860465116261	-0.08800000000000008	0.37346437346437394	0.22462941847206397	0.2077230359520641	0.2077230359520641	0.32090545938748366	0.2982938910291695	-0.05871886120996477	0.060196560196560875	0.04799999999999945	-0.18116314976839898	-0.05871886120996477	-0.07413647851726989	0.3199999999999998	0.0690817186183656	-0.11191860465116261	0.3231585932315862	0.3375127075567605	0.3582214765100669	0.3582214765100669	0.0957446808510636	-0.1005331302361005	0.0690817186183656	0.04315196998123833	-0.08800000000000008	-0.08800000000000008	-0.1005331302361005	0.1584158415841582	0.0957446808510636	-0.05871886120996477	-0.1005331302361005	0.2982938910291695	-0.1318242343541934	0.3220338983050846	0.4067796610169491	0.34379825012866705	0.48541552008805755	0.028941355674028536	0.28789032749428783	0.3199999999999998	-0.196060037523452	0.060196560196560875	-0.11191860465116261	-0.05871886120996477	-0.05871886120996477	-0.07413647851726989	-0.05871886120996477	-0.05871886120996477	0.3220338983050846	0.01761144744083698	1.0	0.8227936066712995	-0.1005331302361005	0.1584158415841582	0.24377224199288308	0.21229991575400234	0.13726437892701762	0.09252669039145826	0.21229991575400234	-0.07413647851726989	0.24377224199288308	0.09252669039145826	0.21229991575400234	-0.08800000000000008	-0.08800000000000008	0.276595744680851	-0.08800000000000008	-0.05871886120996477	0.11396803335649758	-0.1695101816180515	0.2690417690417689	0.3950177935943057	0.1584158415841582	0.2563046834791563	0.276595744680851	0.49873631002527424	0.2372881355932204	-0.05871886120996477	0.1584158415841582	-0.14864864864864868	-0.08800000000000008	0.09454061251664501	-0.1005331302361005	0.6062789500772001	0.04799999999999945	0.09252669039145826	0.0957446808510636	0.028941355674028536	-0.08800000000000008	-0.02409638554216854	0.35551811288963825	-0.05871886120996477
cellular response to nutrient	0.4883920894239037	-0.10389610389610393	-0.06694560669455976	0.13754227733934504	-0.08775137111517292	0.7512195121951222	-0.09630266552020675	-0.07804878048780448	0.4683808200138985	0.2993024730500954	0.28132205995388176	0.28132205995388176	0.41199077632590314	0.3803159173754561	-0.05411499436302192	0.11396803335649758	0.08780487804878094	-0.14349775784753369	-0.05411499436302192	-0.06694560669455976	0.4195121951219512	-0.06694560669455976	-0.09630266552020675	0.28136624957727413	0.2936288088642659	0.36259373621526253	0.36259373621526253	0.0583090379008746	-0.08775137111517292	0.11087866108786551	0.01808136614766445	-0.07804878048780448	-0.07804878048780448	-0.08775137111517292	0.06764168190127982	0.0583090379008746	-0.05411499436302192	-0.08775137111517292	0.3803159173754561	-0.11068408916218266	0.3119266055045876	0.3119266055045876	0.33295964125560545	0.3803159173754561	-0.08775137111517292	0.3784277879341868	0.4195121951219512	-0.15268709191361154	0.11396803335649758	-0.09630266552020675	-0.05411499436302192	-0.05411499436302192	-0.06694560669455976	-0.05411499436302192	-0.05411499436302192	0.3119266055045876	0.07047387606318412	0.8227936066712995	1.0	-0.08775137111517292	0.06764168190127982	0.32919954904171383	0.2887029288702932	0.11550468262226868	0.13754227733934504	0.2887029288702932	-0.06694560669455976	0.13754227733934504	0.13754227733934504	0.2887029288702932	-0.07804878048780448	-0.07804878048780448	0.3556851311953352	-0.07804878048780448	-0.05411499436302192	0.034090909090908575	-0.13608748481166416	0.2321056289089642	0.5208568207440808	0.22303473491773387	0.33295964125560545	0.3556851311953352	0.6443514644351461	0.3119266055045876	-0.05411499436302192	0.06764168190127982	-0.12230715774843677	-0.07804878048780448	0.019984627209838398	-0.08775137111517292	0.6188340807174888	-0.07804878048780448	-0.05411499436302192	0.0583090379008746	-0.08775137111517292	-0.07804878048780448	0.03799514955537609	0.46652719665271963	-0.05411499436302192
organelle subcompartment	-0.08227228207639603	0.06764168190127982	-0.05985037406483844	-0.04938271604938261	0.10337552742615992	-0.06857142857142774	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	0.28789032749428783	0.320000000000001	0.3921334922526819	0.6502057613168725	0.1521197007481286	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.13566289825282654	-0.13492621222768802	-0.12608497030607602	-0.12608497030607602	0.2056074766355141	-0.07594936708860645	-0.05985037406483844	0.3278861360042175	0.12571428571428572	0.320000000000001	0.6413502109704636	-0.07594936708860645	0.2056074766355141	0.18381344307270167	0.10337552742615992	-0.1096605744125325	0.05312767780634077	-0.11650485436893238	-0.11650485436893238	-0.11442193087008348	-0.1096605744125325	-0.07594936708860645	0.10337552742615992	-0.06857142857142774	0.3278861360042175	-0.1005331302361005	-0.08227228207639603	-0.04938271604938261	0.18381344307270167	0.1521197007481286	-0.04938271604938261	-0.04938271604938261	-0.11650485436893238	0.22323759791122674	-0.1005331302361005	-0.08775137111517292	1.0	0.10337552742615992	0.18381344307270167	-0.05985037406483844	0.16118421052631593	0.41700960219478833	-0.05985037406483844	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.05985037406483844	-0.06857142857142774	0.12571428571428572	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	0.44516971279373374	-0.1005331302361005	-0.04938271604938261	-0.07594936708860645	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.11650485436893238	-0.04938271604938261	-0.07594936708860645	0.1584158415841582	0.320000000000001	-0.09254498714652853	-0.07594936708860645	-0.11442193087008348	-0.06857142857142774	-0.04938271604938261	0.2056074766355141	-0.07594936708860645	0.12571428571428572	0.1528239202657803	-0.05985037406483844	-0.04938271604938261
CVT pathway	0.08423114593535733	0.3784277879341868	-0.05985037406483844	-0.04938271604938261	-0.07594936708860645	0.12571428571428572	-0.08227228207639603	-0.06857142857142774	-0.1005331302361005	-0.10692254969156968	-0.09254498714652853	-0.09254498714652853	-0.09254498714652853	-0.1096605744125325	-0.04938271604938261	0.1584158415841582	0.12571428571428572	0.2908224076281283	0.18381344307270167	-0.05985037406483844	-0.06857142857142774	-0.05985037406483844	-0.08227228207639603	-0.019184652278177533	-0.01546029515108943	-0.04842393787117451	-0.04842393787117451	0.5233644859813085	-0.07594936708860645	-0.05985037406483844	0.4175013178703214	0.5142857142857145	0.12571428571428572	0.10337552742615992	-0.07594936708860645	0.5233644859813085	-0.04938271604938261	-0.07594936708860645	0.0013054830287198098	-0.09254498714652853	-0.11650485436893238	0.07766990291262085	-0.11442193087008348	0.11227154046997374	-0.07594936708860645	0.10337552742615992	0.12571428571428572	0.23827095413811286	0.028941355674028536	-0.08227228207639603	0.6502057613168725	-0.04938271604938261	-0.05985037406483844	-0.04938271604938261	-0.04938271604938261	-0.11650485436893238	0.11227154046997374	0.1584158415841582	0.06764168190127982	0.10337552742615992	1.0	0.18381344307270167	0.1521197007481286	0.44078947368421045	0.18381344307270167	0.1521197007481286	-0.05985037406483844	-0.04938271604938261	0.18381344307270167	0.1521197007481286	-0.06857142857142774	-0.06857142857142774	-0.11214953271028005	-0.06857142857142774	-0.04938271604938261	-0.08775137111517292	0.3342036553524802	-0.1005331302361005	0.18381344307270167	0.10337552742615992	-0.11442193087008348	-0.11214953271028005	-0.05985037406483844	-0.019417475728156015	-0.04938271604938261	-0.07594936708860645	0.4173648134044169	0.12571428571428572	-0.09254498714652853	-0.07594936708860645	-0.013110846245530787	-0.06857142857142774	-0.04938271604938261	0.5233644859813085	-0.07594936708860645	-0.06857142857142774	0.223421926910299	-0.05985037406483844	-0.04938271604938261
maintenance of protein location in cell	0.3688118811881197	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	0.18381344307270167	0.21538461538461487	-0.05198019801980114	-0.04615384615384689	0.09252669039145826	0.07176287051482065	-0.055900621118011376	-0.055900621118011376	0.1200828157349892	0.06318883174136598	-0.03658536585365846	0.24377224199288308	0.47692307692307717	-0.06319947333772165	-0.03658536585365846	0.2556917688266199	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	0.04961565338923859	0.053180021559468056	0.09749034749034759	0.09749034749034759	0.1736111111111115	-0.04938271604938261	-0.042031523642729475	0.12870159453302982	-0.04615384615384689	-0.04615384615384689	0.18381344307270167	-0.04938271604938261	0.1736111111111115	0.30894308943089327	0.18381344307270167	0.18809698750918494	-0.055900621118011376	0.04255319148936117	0.14893617021276603	0.04871626069782761	0.18809698750918494	-0.04938271604938261	0.18381344307270167	0.21538461538461487	0.03189066059225524	0.09252669039145826	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	0.04255319148936117	0.18809698750918494	0.24377224199288308	0.32919954904171383	0.18381344307270167	0.18381344307270167	1.0	0.2556917688266199	0.23971377459749552	0.6544715447154478	0.2556917688266199	-0.042031523642729475	-0.03658536585365846	0.30894308943089327	0.2556917688266199	-0.04615384615384689	-0.04615384615384689	0.05555555555555531	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	0.30894308943089327	0.18381344307270167	0.04871626069782761	0.05555555555555531	-0.042031523642729475	0.14893617021276603	-0.03658536585365846	-0.04938271604938261	-0.05871886120996477	-0.04615384615384689	-0.055900621118011376	-0.04938271604938261	0.16063199473337791	-0.04615384615384689	-0.03658536585365846	0.1736111111111115	-0.04938271604938261	-0.04615384615384689	0.07968817669987019	-0.042031523642729475	-0.03658536585365846
late endosome to vacuole transport via multivesicular body sorting pathway	0.3230944254835037	-0.06694560669455976	-0.04938271604938143	-0.042031523642729475	-0.05985037406483844	0.41379310344827563	-0.06370875995449499	-0.05517241379310436	-0.07413647851726989	-0.07755406413124587	-0.06969990319457788	-0.06969990319457788	-0.06969990319457788	-0.07898448519040874	-0.042031523642729475	0.35551811288963825	0.41379310344827563	-0.08142493638676845	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	-0.04938271604938143	-0.06370875995449499	0.026379729260673557	0.02995720399429398	0.07389862624348623	0.07389862624348623	0.37458193979933135	-0.05985037406483844	-0.04938271604938143	0.292845257903494	-0.05517241379310436	0.17931034482758568	-0.05985037406483844	-0.05985037406483844	0.37458193979933135	-0.042031523642729475	-0.05985037406483844	0.04090267983074683	-0.06969990319457788	-0.0824742268041236	0.12371134020618546	-0.08142493638676845	0.1607898448519041	-0.05985037406483844	0.5760598503740646	0.6482758620689653	0.009983361064891822	0.49873631002527424	0.12969283276450502	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	-0.042031523642729475	-0.042031523642729475	-0.0824742268041236	0.28067700987306066	0.21229991575400234	0.2887029288702932	-0.05985037406483844	0.1521197007481286	0.2556917688266199	1.0	0.31054461181923526	0.2556917688266199	0.7376543209876544	-0.04938271604938143	0.2556917688266199	0.5534150612959728	0.7376543209876544	-0.05517241379310436	0.17931034482758568	-0.08026755852842828	-0.05517241379310436	-0.042031523642729475	-0.06694560669455976	-0.07898448519040874	-0.07413647851726989	0.5534150612959728	0.7880299251870329	-0.08142493638676845	-0.08026755852842828	-0.04938271604938143	0.020618556701031132	-0.042031523642729475	0.1521197007481286	0.0690817186183656	-0.05517241379310436	-0.06969990319457788	-0.05985037406483844	0.13486005089058545	-0.05517241379310436	-0.042031523642729475	0.37458193979933135	-0.05985037406483844	0.17931034482758568	0.1289496157130661	-0.04938271604938143	-0.042031523642729475
protein localization to organelle	0.13774693005872915	0.203954214360042	0.015063731170336353	-0.06440071556350609	0.16118421052631593	0.09014084507042297	-0.13454351308061946	-0.10140845070422505	-0.10923151280812048	-0.13751730502999593	-0.16438356164383514	-0.16438356164383514	-0.07813292744799624	-0.15072202166064985	-0.06440071556350609	0.38376027066215573	0.28169014084507055	0.1918755401901467	0.13834227787716197	0.015063731170336353	-0.005633802816901495	-0.08342989571263065	-0.13454351308061946	-0.16142357801080404	-0.15235635894125255	-0.11968385397064382	-0.11968385397064382	0.8874172185430464	-0.11842105263157862	-0.08342989571263065	0.758228362454287	0.28169014084507055	0.28169014084507055	0.16118421052631593	-0.11842105263157862	0.8123620309050772	0.03697078115682792	0.06798245614035096	-0.07400722021660687	-0.16438356164383514	-0.18705035971223052	0.1007194244604314	-0.17545375972342303	0.07942238267147997	-0.11842105263157862	0.25438596491228094	0.28169014084507055	0.3437626980902072	0.3015949734171093	0.046983449012280284	0.23971377459749552	-0.06440071556350609	-0.08342989571263065	-0.06440071556350609	-0.06440071556350609	-0.18705035971223052	0.30956678700361	0.13726437892701762	0.11550468262226868	0.16118421052631593	0.44078947368421045	0.23971377459749552	0.31054461181923526	1.0	0.23971377459749552	0.31054461181923526	-0.08342989571263065	0.03697078115682792	0.23971377459749552	0.31054461181923526	-0.10140845070422505	0.09014084507042297	-0.16335540838852097	-0.10140845070422505	-0.06440071556350609	-0.14984391259105054	0.23285198555956677	-0.10923151280812048	0.13834227787716197	0.44078947368421045	-0.17545375972342303	-0.16335540838852097	-0.08342989571263065	-0.115107913669065	-0.06440071556350609	-0.02521929824561406	0.46592556790720135	0.09014084507042297	-0.16438356164383514	-0.11842105263157862	-0.028522039757994975	-0.10140845070422505	-0.06440071556350609	0.8874172185430464	-0.11842105263157862	0.3774647887323946	0.45435092724679016	-0.08342989571263065	-0.06440071556350609
protein localization to Golgi apparatus	0.15841584158415845	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	0.18381344307270167	0.21538461538461487	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	0.24377224199288308	0.47692307692307717	0.04871626069782761	0.30894308943089327	0.2556917688266199	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.00978336827393435	-0.007905138339920894	0.015444015444014686	0.015444015444014686	0.291666666666667	-0.04938271604938261	-0.042031523642729475	0.22551252847380437	0.21538461538461487	0.21538461538461487	0.41700960219478833	-0.04938271604938261	0.291666666666667	0.30894308943089327	0.18381344307270167	0.06318883174136598	-0.055900621118011376	-0.06382978723404219	0.04255319148936117	-0.06319947333772165	0.06318883174136598	-0.04938271604938261	0.18381344307270167	0.21538461538461487	0.12870159453302982	0.09252669039145826	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.06382978723404219	0.18809698750918494	0.09252669039145826	0.13754227733934504	0.41700960219478833	0.18381344307270167	0.6544715447154478	0.2556917688266199	0.23971377459749552	1.0	0.2556917688266199	-0.042031523642729475	-0.03658536585365846	0.30894308943089327	0.2556917688266199	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	0.06318883174136598	-0.05871886120996477	0.30894308943089327	0.18381344307270167	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	0.04255319148936117	-0.03658536585365846	-0.04938271604938261	0.09252669039145826	-0.04615384615384689	-0.055900621118011376	-0.04938271604938261	0.04871626069782761	-0.04615384615384689	-0.03658536585365846	0.291666666666667	-0.04938271604938261	0.21538461538461487	0.07968817669987019	-0.042031523642729475	-0.03658536585365846
