LeadingGOTerm	GOID	GOTerm	Ontology Source	Term PValue	Term PValue Corrected with Benjamini-Hochberg	Group PValue	Group PValue Corrected with Benjamini-Hochberg	GOLevels	GOGroups	% Associated Genes	Nr. Genes	Associated Genes Found
false	GO:0033365	protein localization to organelle	GO_BiologicalProcess-GOA_17.11.2016_10h53	1.7190018219965625E-4	5.052823537383834E-4	8.230119037570428E-12	1.0699154748841557E-10	[5]	Group12	4.157044	18	[ARL1, BSD2, COG5, COG7, COG8, ELM1, GET2, GZF3, IRS4, SBH2, STP22, TLG2, VPS1, VPS16, VPS25, VPS28, VPS36, VPS9]
false	GO:0043565	sequence-specific DNA binding	GO_MolecularFunction-GOA_17.11.2016_10h53	1.215470613058027E-5	6.93533232156639E-5	8.230119037570428E-12	1.0699154748841557E-10	[5]	Group12	5.905512	15	[CAT8, GAL4, GZF3, HTZ1, PDR1, PDR8, PUT3, RPN4, SNF6, SPT4, SSN8, WAR1, YAP1, YRM1, YRR1]
false	GO:0045324	late endosome to vacuole transport	GO_BiologicalProcess-GOA_17.11.2016_10h53	3.56576137139913E-4	8.868688539120912E-4	8.230119037570428E-12	1.0699154748841557E-10	[5]	Group12	10.169492	6	[STP22, VPS16, VPS25, VPS28, VPS36, VPS9]
false	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	GO_BiologicalProcess-GOA_17.11.2016_10h53	4.17169334700547E-4	9.869615967305625E-4	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6]	Group12	4.155844	16	[CAT8, GAL4, GZF3, PDR1, PDR8, POP2, PUT3, RIM1, RIM101, RPN4, SNF6, SPT4, SSN8, WAR1, YRM1, YRR1]
false	GO:0046914	transition metal ion binding	GO_MolecularFunction-GOA_17.11.2016_10h53	2.3168517590195597E-5	1.0215210028404423E-4	8.230119037570428E-12	1.0699154748841557E-10	[5]	Group12	5.0595236	17	[CAT8, ERG3, ERG5, GAL4, GZF3, PDR1, PDR8, PUT3, RDR1, RPA12, SCS7, SPT4, STB5, VPS36, WAR1, YRM1, YRR1]
false	GO:0048193	Golgi vesicle transport	GO_BiologicalProcess-GOA_17.11.2016_10h53	4.313056537560404E-4	9.729453119613003E-4	8.230119037570428E-12	1.0699154748841557E-10	[5]	Group12	5.392157	11	[ARL1, COG5, COG7, COG8, ERV14, GET2, TLG2, VPS16, VPS52, VPS9, YPT6]
false	GO:0072594	establishment of protein localization to organelle	GO_BiologicalProcess-GOA_17.11.2016_10h53	5.417504993238807E-4	0.0011677732985425871	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6]	Group12	4.2253523	15	[ARL1, BSD2, COG5, COG7, COG8, IRS4, SBH2, STP22, TLG2, VPS1, VPS16, VPS25, VPS28, VPS36, VPS9]
false	GO:0090150	establishment of protein localization to membrane	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.042610281285945385	0.04492605744279025	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6]	Group12	4.237288	5	[ARL1, GET2, SBH2, STP22, VPS28]
false	GO:0005768	endosome	GO_CellularComponent-GOA_17.11.2016_10h53	1.3095269891374328E-4	4.097552191817128E-4	8.230119037570428E-12	1.0699154748841557E-10	[3, 4, 5, 6, 7, 8]	Group12	6.179775	11	[CDC50, END3, STP22, TLG2, VPS1, VPS16, VPS25, VPS28, VPS36, VPS51, VPS52]
false	GO:0031410	cytoplasmic vesicle	GO_CellularComponent-GOA_17.11.2016_10h53	1.1535990269311586E-4	3.858589848700772E-4	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6, 7]	Group12	5.1282053	14	[CDC50, END3, ERV14, GAS1, KRE6, STP22, TLG2, VPS1, VPS16, VPS25, VPS28, VPS36, VPS51, VPS52]
false	GO:0042147	retrograde transport, endosome to Golgi	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.00288284589519725	0.004584197571051365	8.230119037570428E-12	1.0699154748841557E-10	[5, 6]	Group12	10.810811	4	[RIC1, VPS51, VPS52, YPT6]
false	GO:0044431	Golgi apparatus part	GO_CellularComponent-GOA_17.11.2016_10h53	8.040129894017476E-6	6.499104997664126E-5	8.230119037570428E-12	1.0699154748841557E-10	[3, 4, 5, 6, 7, 8]	Group12	6.5116277	14	[ARL1, CDC50, COG5, COG7, COG8, ERV14, GET2, GYP1, KRE6, RIC1, SAC1, TLG2, VPS51, VPS52]
false	GO:0006605	protein targeting	GO_BiologicalProcess-GOA_17.11.2016_10h53	4.385974665727853E-4	9.669080513081857E-4	8.230119037570428E-12	1.0699154748841557E-10	[5, 6, 7]	Group12	4.3103447	15	[ARL1, BSD2, COG5, COG7, COG8, IRS4, SBH2, STP22, TLG2, VPS1, VPS16, VPS25, VPS28, VPS36, VPS9]
false	GO:0006891	intra-Golgi vesicle-mediated transport	GO_BiologicalProcess-GOA_17.11.2016_10h53	2.9657186605272886E-4	7.990964168642972E-4	8.230119037570428E-12	1.0699154748841557E-10	[6]	Group12	13.513514	5	[ARL1, COG5, COG7, COG8, YPT6]
false	GO:0006892	post-Golgi vesicle-mediated transport	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.008509794939634586	0.01162605787527542	8.230119037570428E-12	1.0699154748841557E-10	[6]	Group12	6.4102564	5	[ARL1, TLG2, VPS16, VPS52, VPS9]
false	GO:0008270	zinc ion binding	GO_MolecularFunction-GOA_17.11.2016_10h53	1.24714461310651E-4	4.0324342490443826E-4	8.230119037570428E-12	1.0699154748841557E-10	[6]	Group12	5.090909	14	[CAT8, GAL4, GZF3, PDR1, PDR8, PUT3, RDR1, RPA12, SPT4, STB5, VPS36, WAR1, YRM1, YRR1]
false	GO:0017119	Golgi transport complex	GO_CellularComponent-GOA_17.11.2016_10h53	2.2048321983795155E-4	6.110534949794657E-4	8.230119037570428E-12	1.0699154748841557E-10	[3, 4, 5, 6, 7, 8, 9]	Group12	37.5	3	[COG5, COG7, COG8]
false	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.005001394674662797	0.007350534597610475	8.230119037570428E-12	1.0699154748841557E-10	[6]	Group12	9.302325	4	[VPS25, VPS28, VPS36, VPS9]
false	GO:0034067	protein localization to Golgi apparatus	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.003895195581850506	0.005812830329838448	8.230119037570428E-12	1.0699154748841557E-10	[6]	Group12	15.0	3	[ARL1, VPS1, VPS36]
false	GO:0000139	Golgi membrane	GO_CellularComponent-GOA_17.11.2016_10h53	0.00255581217248417	0.0042019284869655	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6, 7, 8, 9]	Group12	5.442177	8	[COG5, COG7, COG8, ERV14, GET2, KRE6, RIC1, SAC1]
false	GO:0005770	late endosome	GO_CellularComponent-GOA_17.11.2016_10h53	0.0015905019340456978	0.002857012733378383	8.230119037570428E-12	1.0699154748841557E-10	[4, 5, 6, 7, 8, 9]	Group12	9.433962	5	[CDC50, STP22, VPS1, VPS28, VPS36]
false	GO:0036452	ESCRT complex	GO_CellularComponent-GOA_17.11.2016_10h53	4.2082644062856834E-5	1.5700063361911973E-4	8.230119037570428E-12	1.0699154748841557E-10	[3, 5, 6, 7, 8, 9, 10]	Group12	30.76923	4	[STP22, VPS25, VPS28, VPS36]
true	GO:0006351	transcription, DNA-templated	GO_BiologicalProcess-GOA_17.11.2016_10h53	1.0318521314648062E-7	3.3363218917362068E-6	8.230119037570428E-12	1.0699154748841557E-10	[5, 6, 7, 8, 9]	Group12	4.177215	33	[ARP6, CAT8, GAL4, GAS1, GZF3, HTZ1, IRS4, NGG1, PDR1, PDR8, POP2, PUT3, RDR1, REG1, RIC1, RIM101, RPA12, RPN4, SNF6, SPT4, SSN8, STB5, SWC3, SWC5, VPS25, VPS36, VPS72, WAR1, YAF9, YAP1, YRM1, YRR1, ZWF1]
false	GO:0006355	regulation of transcription, DNA-templated	GO_BiologicalProcess-GOA_17.11.2016_10h53	5.97873272530664E-8	5.799370743547441E-6	8.230119037570428E-12	1.0699154748841557E-10	[5, 6, 7, 8, 9, 10]	Group12	4.371585	32	[ARP6, CAT8, GAL4, GAS1, GZF3, HTZ1, IRS4, NGG1, PDR1, PDR8, POP2, PUT3, RDR1, REG1, RIC1, RIM101, RPN4, SNF6, SPT4, SSN8, STB5, SWC3, SWC5, VPS25, VPS36, VPS72, WAR1, YAF9, YAP1, YRM1, YRR1, ZWF1]
false	GO:0015867	ATP transport	GO_BiologicalProcess-GOA_17.11.2016_10h53	3.4182966365905746E-5	1.326299094997143E-4	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9]	Group12	20.833334	5	[PDR1, STP22, VPS25, VPS28, VPS36]
false	GO:0032258	CVT pathway	GO_BiologicalProcess-GOA_17.11.2016_10h53	1.5823781460522283E-4	4.796583755220817E-4	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9]	Group12	11.764706	6	[COG5, COG7, COG8, IRS4, TLG2, VPS36]
false	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_MolecularFunction-GOA_17.11.2016_10h53	1.1103843550808632E-6	1.7951213740473954E-5	8.230119037570428E-12	1.0699154748841557E-10	[8]	Group12	10.185185	11	[CAT8, GAL4, GZF3, HTZ1, PDR1, PDR8, PUT3, RPN4, SSN8, YRM1, YRR1]
false	GO:0000987	core promoter proximal region sequence-specific DNA binding	GO_MolecularFunction-GOA_17.11.2016_10h53	1.861376780040129E-5	9.502818298099606E-5	8.230119037570428E-12	1.0699154748841557E-10	[8]	Group12	9.574468	9	[CAT8, GAL4, HTZ1, PDR1, PDR8, PUT3, RPN4, YRM1, YRR1]
false	GO:0006366	transcription from RNA polymerase II promoter	GO_BiologicalProcess-GOA_17.11.2016_10h53	8.304463940511566E-6	6.196407709458631E-5	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10]	Group12	4.347826	23	[CAT8, GAL4, GZF3, HTZ1, NGG1, PDR1, PDR8, POP2, PUT3, RDR1, REG1, RIM101, RPN4, SNF6, SPT4, SSN8, STB5, VPS25, VPS36, WAR1, YAP1, YRM1, YRR1]
false	GO:0006357	regulation of transcription from RNA polymerase II promoter	GO_BiologicalProcess-GOA_17.11.2016_10h53	9.048420752155169E-7	1.755393625918103E-5	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11]	Group12	4.9462366	23	[CAT8, GAL4, GZF3, HTZ1, NGG1, PDR1, PDR8, POP2, PUT3, RDR1, REG1, RIM101, RPN4, SNF6, SPT4, SSN8, STB5, VPS25, VPS36, WAR1, YAP1, YRM1, YRR1]
false	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.014060807021686605	0.018185310414714675	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11, 12]	Group12	4.43038	7	[GZF3, REG1, RIM101, RPN4, SSN8, VPS25, VPS36]
false	GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	GO_BiologicalProcess-GOA_17.11.2016_10h53	9.180227154948002E-4	0.0017124654500576082	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11, 12]	Group12	10.638298	5	[CAT8, GAL4, PDR1, VPS25, VPS36]
false	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.001876980039472008	0.0032511975683711565	8.230119037570428E-12	1.0699154748841557E-10	[8, 9, 10]	Group12	12.121212	4	[STP22, VPS25, VPS28, VPS36]
false	GO:0045013	carbon catabolite repression of transcription	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.0010613039783198648	0.0019423865263589978	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11, 12]	Group12	23.076923	3	[VPS25, VPS36, ZWF1]
false	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	GO_BiologicalProcess-GOA_17.11.2016_10h53	9.932508831734282E-5	3.4409048452793765E-4	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11, 12]	Group12	4.9342103	15	[CAT8, GAL4, GZF3, PDR1, PDR8, POP2, PUT3, RIM101, RPN4, SNF6, SPT4, SSN8, WAR1, YRM1, YRR1]
false	GO:0045991	carbon catabolite activation of transcription	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.003182339575422741	0.0048997926796191405	8.230119037570428E-12	1.0699154748841557E-10	[6, 7, 8, 9, 10, 11, 12]	Group12	10.526316	4	[CAT8, GAL4, PDR1, SSN8]
false	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	GO_BiologicalProcess-GOA_17.11.2016_10h53	0.009819221558647067	0.013228673488732854	8.230119037570428E-12	1.0699154748841557E-10	[4, 7, 8, 9, 10, 11, 12, 13]	Group12	7.6923075	4	[CAT8, GAL4, PDR1, RPN4]
