NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
integral component of Golgi membrane	0.7939759036144576	-0.03531786074672164	-0.030120481927712116	-0.032948929159798884	-0.047327394209355014	-0.045871559633028455	-0.05046072838964391	-0.04663363450888993	-0.045871559633028455	-0.04503055644901717	-0.056550424128180746	-0.05350194552529259	-0.05555555555555627	-0.047961630695442244	-0.051903114186850695	-0.05513981882630915	-0.05498927038626682	-0.05392912172573159	-0.054315913094539786	0.6548940464177595	0.034846625766869976	-0.032948929159798884	-0.0430570505920348	-0.03733084461035961	-0.050858232676414934	-0.04907975460122741	0.06497266001929947	0.04644412191582002	-0.04409769335142566	-0.05784526391901659	-0.05603842634949711	-0.052770448548811924	-0.032948929159798884	-0.05350194552529259	-0.052770448548811924	-0.026684456304203005	-0.030120481927712116	-0.022421524663678565	0.5546874999999996	-0.056356345507748755	-0.032948929159798884	-0.05513981882630915	-0.05690179534974966	-0.056356345507748755	-0.04663363450888993	-0.051229508196722125	-0.032948929159798884	1.0	0.15555555555555567	-0.056254136333553875	-0.053271183619111505	-0.026684456304203005	-0.041888804265042906	0.7606159589360699	-0.04056795131845601	-0.05528413473900729	-0.039062500000001076	0.04918161171587439	-0.05614823133071281	0.23318385650224052	-0.022421524663678565	-0.039062500000001076	-0.026684456304203005	-0.04957507082153059	-0.03733084461035961	-0.030120481927712116	0.04287245444801722	-0.05784526391901659	-0.053720966977404985	0.028910686628807428	-0.04409769335142566	-0.00123266563944501	-0.022421524663678565	-0.026684456304203005	-0.051903114186850695	-0.052209584187954954	-0.050858232676414934	-0.05555555555555627	-0.05157706804205424	-0.054127198917456494	-0.045871559633028455	-0.057731958762886545	-0.056356345507748755	-0.05350194552529259	-0.022421524663678565	-0.052209584187954954	-0.022421524663678565	-0.03531786074672164	-0.022421524663678565	-0.022421524663678565	-0.056550424128180746	-0.03531786074672164	0.04287245444801722	-0.05592450192240485
organelle membrane	0.11333333333333273	-0.03485838779956432	-0.013333333333333206	-0.06600660066006575	-0.13095238095238035	-0.11313131313131311	-0.18079096045197732	-0.12212212212212242	-0.11313131313131311	-0.10397553516819587	-0.31767337807606216	-0.18749999999999975	0.24603174603174577	0.04719764011799434	-0.14207650273224073	-0.2789943227899428	-0.27287581699346414	-0.2666666666666669	-0.2794612794612792	0.08932461873638338	-0.046376811594203156	-0.02420242024202438	0.11214953271028007	0.036677454153181965	0.13071895424836608	-0.08309178743961416	-0.0652395514780833	-0.2716049382716049	-0.0946502057613167	-0.30206254158349966	-0.2608024691358023	-0.1315555555555552	-0.06600660066006575	-0.12152777777777754	-0.1315555555555552	0.040404040404040026	0.15555555555555567	0.09523809523809512	0.06623931623931602	-0.27815570672713535	-0.06600660066006575	-0.24817518248175185	-0.28322440087145956	-0.27815570672713535	0.10610610610610584	-0.1611111111111113	0.18481848184818497	0.15555555555555567	1.0	-0.2724505327245053	-0.14698162729658776	-0.04489337822671195	-0.07547169811320756	0.15965480043149946	-0.025396825396825144	-0.28502415458937186	-0.09615384615384642	-0.2616699539776461	-0.2666666666666662	0.00907029478458041	-0.03401360544217696	-0.014957264957265204	0.040404040404040026	-0.1647509578544059	-0.08629989212513478	-0.05555555555555627	-0.24054982817869414	-0.3273453093812375	0.3617571059431526	0.2761904761904762	0.374485596707819	-0.07179487179487204	-0.03401360544217696	-0.04489337822671195	-0.17668488160291473	-0.14995483288166273	-0.1886087768440712	-0.08571428571428545	-0.09917355371900795	-0.1441899915182363	0.11717171717171711	-0.21548821548821534	-0.2494331065759638	-0.12152777777777754	-0.03401360544217696	-0.1842818428184284	-0.03401360544217696	-0.03485838779956432	-0.03401360544217696	0.052154195011337785	-0.2893363161819533	-0.03485838779956432	-0.24054982817869414	-0.25485625485625457
regulation of cellular biosynthetic process	-0.056254136333553875	0.18252933507170807	0.13236267372600927	-0.02955665024630549	0.41237113402061837	0.3690036900369007	0.5355064027939466	0.3908396946564885	0.3690036900369007	0.3468566119541655	0.5191612436731742	0.6268412438625205	-0.21461187214611857	-0.01264679313459822	0.09523809523809552	0.8675445391169635	0.8519480519480517	0.7543103448275862	0.7876530069185735	-0.07757496740547572	0.03504603504603556	-0.02955665024630549	-0.0565504241281811	-0.014234875444840192	-0.0711188204683434	0.373626373626374	0.02911117993186772	0.6693877551020407	0.28883343730505306	0.6627218934911241	0.9434804164600893	0.6672226855713094	0.15763546798029576	0.6268412438625205	0.6672226855713094	0.10670223407802616	-0.056254136333553875	-0.03427419354838676	-0.09826589595375697	0.7360467950280282	0.15763546798029576	0.8381099922540666	0.9059184154680499	0.7360467950280282	-0.06167938931297672	0.08328546812176932	-0.0669950738916253	-0.056254136333553875	-0.2724505327245053	1.0	0.7027175404886082	0.10670223407802616	0.24240506329113948	-0.08799741184082856	6.375518010839468E-4	0.8536960985626284	0.08477842003853552	0.6413538728574528	0.7611535617451318	0.042338709677419664	0.08064516129032288	0.15799614643545265	-0.007335778592863735	0.49557522123893794	0.2070527337431249	0.13236267372600927	0.47222222222222227	0.6877054569362263	-0.15885063702900531	-0.3141210374639769	-0.06674984404242039	-0.07489224137931032	0.08064516129032288	0.10670223407802616	0.6122448979591838	0.598704590256266	0.555073720728534	0.3059360730593606	0.30071326676176896	0.648995983935743	-0.05166051660516554	0.7602390967456275	0.9861077260541069	0.6890343698854337	-0.03427419354838676	0.3739791607997746	0.08064516129032288	-0.003259452411994636	0.08064516129032288	0.08064516129032288	0.7389732465654374	0.18252933507170807	0.47222222222222227	0.957367240089753
positive regulation of cellular biosynthetic process	-0.053271183619111505	0.25783636071371174	0.23139670384551317	-0.06280667320902858	0.6012892607324098	0.5409071640525644	0.7197781419387372	0.6191536748329621	0.5409071640525644	0.5583931133428983	0.3920000000000002	0.6011329556814395	-0.1137357830271218	0.029197080291970535	0.20236813778256157	0.6568332329921736	0.67045339283903	0.6474991862862102	0.6554978263174633	-0.07201414563574962	0.056489753021544756	-0.006869479882237066	-0.11367673179396115	-0.08091024020227612	-0.02089552238806005	0.46085128744088294	0.01865136298421846	0.42178770949720645	0.42692699985429083	0.42896174863387987	0.6648623425104992	0.9606081548030407	0.21687929342492673	0.9050316561146283	0.9606081548030407	0.1884745762711867	-0.053271183619111505	-0.03314344899016059	-0.08951048951048966	0.5351576658209495	0.16094210009813534	0.6568332329921736	0.6192841239938346	0.5351576658209495	-0.14253897550111352	0.18141647232109936	-0.06280667320902858	-0.053271183619111505	-0.14698162729658776	0.7027175404886082	1.0	0.1884745762711867	0.35704617235674574	-0.08091024020227612	0.059003362885968205	0.6435024322446145	0.016783216783216624	0.41254667662434646	0.5575679172056922	0.025893319523563416	0.1439668565510103	0.2293706293706292	0.014576271186440413	0.6233968130586861	0.1893173198482924	0.06059597136673836	0.28683473389355735	0.42896174863387987	-0.08869374313940745	-0.18315801316307595	-0.021564913303220058	-0.0203970923293913	0.1439668565510103	0.1884745762711867	0.8977395048439184	0.878837978271138	0.8298507462686566	0.3517060367454066	0.37848315968015517	0.9266409266409267	-0.13565069944891928	0.4986884740009258	0.6901051105472998	0.9810063312229255	-0.03314344899016059	0.39418989135569155	0.1439668565510103	-0.01703906124417221	0.0849300880372863	0.1439668565510103	0.544	0.31281144510528913	0.28683473389355735	0.6776018099547512
positive regulation of cellular catabolic process	-0.026684456304203005	0.15671232876712352	0.20146764509672901	-0.02888086642599384	0.25759768451519516	0.2895493767976996	0.2670877509587188	0.27278250303766555	0.2895493767976996	0.19285232636547547	0.09867172675521799	0.18208807521029194	-0.04489337822671195	-0.039800995024875226	0.159292035398231	0.13705179282868538	0.14117008280168342	0.1702926905619029	0.1596425912137008	-0.030684931506851025	0.046146044624745294	-0.02888086642599384	-0.036363636363635155	-0.03219315895372127	-0.04177545691906013	0.132860040567951	-0.0377612946729601	0.05813953488372093	0.20692115590438853	0.06376811594202891	0.11255910506285295	0.2023681377825616	0.5884476534296033	0.18208807521029194	0.2023681377825616	-0.023952095808382447	-0.026684456304203005	-0.020460358056263877	-0.03347280334727998	0.10393013100436685	0.17689530685920654	0.13705179282868538	0.08916946143223503	0.10393013100436685	-0.03888213851761922	0.17356587518386124	-0.02888086642599384	-0.026684456304203005	-0.04489337822671195	0.10670223407802616	0.1884745762711867	1.0	0.24061364553895764	-0.03219315895372127	-0.034572169403630386	0.1331080202781749	-0.03347280334727998	0.060881845284795434	0.10957663572560593	-0.020460358056263877	-0.020460358056263877	0.4435146443514634	-0.023952095808382447	0.2089116143170185	0.13983903420523064	-0.026684456304203005	0.03424291064740508	0.06376811594202891	-0.043687761002248804	-0.047351896649338684	-0.03710310381733791	-0.04382532477696078	0.5626598465473147	0.23203592814371074	0.22654867256637193	0.2179878048780489	0.25587467362924277	0.12570145903479202	0.09670865501828468	0.1648351648351652	-0.03835091083413263	0.06680998842401203	0.10393013100436685	0.18208807521029194	-0.020460358056263877	0.152820121951219	-0.020460358056263877	-0.030684931506851025	0.2710997442455282	-0.020460358056263877	0.09867172675521799	0.34410958904109445	0.03424291064740508	0.11565585331452743
cellular response to extracellular stimulus	-0.041888804265042906	0.7660738714090293	0.6092916984006082	-0.04756756756756748	0.5351155414589939	0.5014577259475221	0.4845516201959311	0.4787807737397425	0.5014577259475221	0.43962692210738613	0.1903898458748865	0.345984112974404	-0.07547169811320756	-0.08678500986193279	0.24695121951219542	0.306671581275341	0.3151439299123904	0.37344983089064304	0.352447930754666	-0.05266757865936851	0.12055132688747283	-0.04756756756756748	-0.07195421095666381	-0.05727302310445733	-0.0967564595931829	0.3316190084344788	0.008570708343836478	0.13237410071942443	0.9104243059193288	0.1456102783725909	0.25506425615334355	0.3807274444969293	0.4454054054054052	0.345984112974404	0.3807274444969293	-0.03552684699233027	-0.041888804265042906	-0.02835051546391677	0.04469273743016811	0.23636930106968523	0.19891891891891886	0.306671581275341	0.20374417941651637	0.23636930106968523	-0.08253223915592069	0.26792722083481985	-0.04756756756756748	-0.041888804265042906	-0.07547169811320756	0.24240506329113948	0.35704617235674574	0.24061364553895764	1.0	-0.05727302310445733	-0.0652625333728849	0.29850386100386106	0.15083798882681615	0.1388393894785778	0.24863358696817087	-0.02835051546391677	0.11855670103092848	0.3631284916201121	-0.03552684699233027	0.4538922155688625	0.16531077123332305	0.08834729626808735	0.09523809523809529	0.1456102783725909	-0.10767237656542306	-0.061106436684896945	-0.07490832896804614	0.0360766629086816	0.11855670103092848	0.10254339927331499	0.4207317073170734	0.4067404592763922	0.4672897196261687	0.2033542976939203	0.2571676802780194	0.31552795031055947	-0.08017492711370208	0.15270895946714338	0.23636930106968523	0.345984112974404	-0.02835051546391677	0.5197422765570794	0.11855670103092848	0.06429548563611688	0.412371134020619	-0.02835051546391677	0.22484134179510434	0.6491108071135439	0.09523809523809529	0.26170707406177357
organelle subcompartment	0.6010265982267843	-0.04565837749694234	-0.03733084461035961	-0.04177545691905866	-0.06794903822133425	-0.06498781478472843	-0.07459963511047997	-0.06652806652806606	-0.06498781478472843	-0.06331260599208571	-0.08872458410351182	-0.08144377602961578	-0.04530744336569615	-0.06926406926406856	-0.07779578606158877	-0.08530083777608502	-0.08494108507056865	-0.08243780362137465	-0.08334506546529592	0.5120260905014266	0.004923903312442711	-0.04177545691905866	-0.05947955390334584	-0.04907975460122796	-0.008254716981132849	-0.07162041181736861	0.03335217637083205	0.011560693641618497	-0.061483890038428364	-0.09195402298850593	-0.087470712930938	-0.07976071784646019	-0.04177545691905866	-0.08144377602961578	-0.07976071784646019	-0.03219315895372127	-0.03733084461035961	-0.026186579378069674	0.4429967426710098	-0.08824777259227824	-0.04177545691905866	-0.08530083777608502	-0.08959258544120516	-0.08824777259227824	-0.06652806652806606	-0.07629219912263906	-0.04177545691905866	0.7606159589360699	0.15965480043149946	-0.08799741184082856	-0.08091024020227612	-0.03219315895372127	-0.05727302310445733	1.0	-0.054832076764907964	-0.08564670733225453	-0.052117263843647656	0.014332450537466816	-0.08773853915332314	0.16039279869067188	-0.026186579378069674	-0.052117263843647656	-0.03219315895372127	-0.07268007787151175	-0.04907975460122796	-0.03733084461035961	0.007539041464727984	-0.09195402298850593	-0.030430852666465617	0.04668368676079823	-0.061483890038428364	-0.03209185926689164	-0.026186579378069674	-0.03219315895372127	-0.07779578606158877	-0.07848633496846505	-0.0754716981132077	-0.08629989212513478	-0.07706557984438674	-0.08290155440414523	-0.06498781478472843	-0.09166803077426774	-0.08824777259227824	-0.08144377602961578	-0.026186579378069674	-0.07848633496846505	-0.026186579378069674	-0.04565837749694234	-0.026186579378069674	-0.026186579378069674	-0.08872458410351182	-0.04565837749694234	0.007539041464727984	-0.08719346049046338
mitochondrial translation	-0.04056795131845601	-0.05059631369714288	-0.04056795131845601	0.34633027522935794	-0.07949497311199345	-0.07547169811320645	-0.08875168821145998	-0.07755695588948205	-0.07547169811320645	-0.07322175732217641	0.09854014598540121	-0.047512326311071655	0.2962962962962964	0.5365853658536582	0.20217729393468092	-0.10432190760059622	-0.10378433109732906	-0.10007147962830583	-0.10141153898862541	-0.05059631369714288	-0.012262156448202301	0.08486238532110159	-0.06814310051107388	-0.054832076764907964	0.551181102362205	-0.012262156448202301	0.016213389121339117	0.1440922190201729	-0.0707868227606848	0.15736766809728187	0.005049950598309515	0.06826923076923143	-0.045871559633027935	0.054683998207081704	0.06826923076923143	0.4088159031979263	-0.04056795131845601	-0.027739251040219053	-0.05865102639296014	-0.07299728090357656	-0.045871559633027935	-0.10432190760059622	-0.01280091708062637	-0.07299728090357656	-0.07755695588948205	0.22060164083865078	-0.045871559633027935	-0.04056795131845601	-0.025396825396825144	6.375518010839468E-4	0.059003362885968205	-0.034572169403630386	-0.0652625333728849	-0.054832076764907964	1.0	-0.06314762891624982	-0.05865102639296014	0.15057435579012732	-0.07105831533477305	-0.027739251040219053	-0.027739251040219053	-0.05865102639296014	-0.034572169403630386	-0.08604794099569693	-0.054832076764907964	-0.04056795131845601	0.08643976229065366	0.15736766809728187	0.3004091174751608	0.05871559633027522	0.1154369725020429	-0.002287348105789776	-0.027739251040219053	-0.034572169403630386	-0.0933125972006217	-0.0943078477601883	-0.08998875140607375	-0.06560846560846537	-0.03158268275372565	0.0428211586901768	-0.07547169811320645	-0.03045602605863183	-0.0014641288433381242	0.054683998207081704	0.4466019417475732	-0.0943078477601883	-0.027739251040219053	0.19660281893747883	-0.027739251040219053	0.4466019417475732	-0.0748175182481751	-0.05059631369714288	0.08643976229065366	0.007367716008037679
RNA biosynthetic process	-0.05528413473900729	0.22546552591847016	0.16456672666495248	0.021365890881343334	0.4946578767901794	0.44506258692628653	0.6325741297808338	0.4701021462182943	0.44506258692628653	0.41952475711108517	0.5275056518462697	0.696987595983461	-0.2238325281803545	-0.058763931104356425	0.14925373134328382	0.9843449601757758	0.9684443624284921	0.8675445391169636	0.9022670984949511	-0.07574232511323589	-0.03888213851761866	-0.06562380770698169	-0.12325331422429248	-0.08564670733225453	-0.11050782497604587	0.45222578150889226	-0.060868547348706274	0.5914718019257224	0.3530385433908726	0.6319305277221111	0.881229380100712	0.6719176007270523	0.19534528805799337	0.629651506202008	0.6719176007270523	-2.599766021054329E-4	-0.05528413473900729	-0.03391167192429004	-0.09534368070953425	0.8692771596024804	0.06486074017550585	0.9530348805273275	0.7633314336888382	0.8692771596024804	-0.15792493974520846	0.1339945136104663	-0.06562380770698169	-0.05528413473900729	-0.28502415458937186	0.8536960985626284	0.6435024322446145	0.1331080202781749	0.29850386100386106	-0.08564670733225453	-0.06314762891624982	1.0	0.11529933481152999	0.6114490947738767	0.8968370249073514	-0.03391167192429004	0.1009463722397478	0.1574279379157429	-2.599766021054329E-4	0.5508864084044649	0.2549483381053155	0.16456672666495248	0.39269406392694073	0.6319305277221111	-0.18529727618861655	-0.3577767398411957	-0.132182549065973	-0.15898528272656798	0.1009463722397478	0.04419602235798773	0.7164179104477613	0.7013253878557486	0.6541041200894281	0.326892109500805	0.37415037122241973	0.5894554883318929	-0.14951321279554933	0.627226941291438	0.8402276395141425	0.629651506202008	0.011041009463722575	0.45535806020754116	0.1009463722397478	-0.03271263210870646	0.1009463722397478	-0.03391167192429004	0.8425018839487565	0.22546552591847016	0.39269406392694073	0.8953030700603515
cellular response to oxidative stress	-0.039062500000001076	-0.04827586206896504	-0.039062500000001076	-0.043956043956042114	0.09130434782608689	0.018779342723005334	0.12099644128113826	0.09932279909706604	0.1079812206572776	0.02444987775061189	0.11019283746556496	0.16939890710382544	-0.055555555555555	-0.07547169811320675	-0.025396825396825723	0.11977401129943513	0.12442396313364097	0.15665796344647506	0.14500000000000038	-0.04827586206896504	-0.07827788649706527	-0.043956043956042114	0.037333333333332976	0.07166123778501561	-0.08290155440414555	0.14481409001956885	-0.06845965770170982	0.02597402597402573	0.12755102040816302	0.03297491039426493	0.09163346613545868	0.02349486049926608	-0.043956043956042114	0.013661202185791735	0.02349486049926608	-0.03347280334727998	-0.039062500000001076	-0.027027027027026765	0.06172839506172993	0.11753554502369658	-0.043956043956042114	0.11977401129943513	0.06395851339671567	0.11753554502369658	0.013544018058690613	-0.020134228187919267	-0.043956043956042114	-0.039062500000001076	-0.09615384615384642	0.08477842003853552	0.016783216783216624	-0.03347280334727998	0.15083798882681615	-0.052117263843647656	-0.05865102639296014	0.11529933481152999	1.0	0.029391182645206414	0.1253672869735555	-0.027027027027026765	-0.027027027027026765	-0.05555555555555618	-0.03347280334727998	0.13636363636363644	0.5667752442996736	0.7031250000000006	0.03667745415318234	0.0602150537634408	-0.09078771695594082	-0.018814675446848533	-0.06632653061224521	0.007832898172323686	-0.027027027027026765	-0.03347280334727998	0.0349206349206346	0.030911901081916243	0.048359240069084174	0.1068376068376073	0.16313213703099524	0.005108556832694715	0.018779342723005334	0.03673769287288751	0.08151658767772502	0.013661202185791735	-0.027027027027026765	0.4420401854714059	0.14414414414414414	-0.04827586206896504	-0.027027027027026765	-0.027027027027026765	0.11019283746556496	0.08275862068965549	0.03667745415318234	0.09523809523809507
cellular macromolecule biosynthetic process	0.07596522828725823	0.1059695669137728	0.07596522828725823	0.03752345215759832	0.25281717133001147	0.22386337410570026	0.3384662064780398	0.238365842420519	0.22386337410570026	0.20930949445129488	0.48316062176165797	0.4263028405278463	-0.1617357001972385	0.05785123966942144	0.08542372881355946	0.5982378854625551	0.5849819813194088	0.5044951333680064	0.5315068493150686	0.1059695669137728	0.008998017385999991	-0.04268292682926821	-0.0844547563805103	-0.03894687646050795	0.04179918218991368	0.26978801281073683	-0.02789765721331664	0.9762532981530343	0.1683007797421448	0.6893081761006287	0.664973514258762	0.4361510791366907	0.09099437148217619	0.4263028405278463	0.4361510791366907	0.060881845284795434	-0.05795285456966088	-0.03489742985144996	0.05598320503848866	0.580216606498195	0.010787992495309632	0.5731277533039647	0.584358021160995	0.580216606498195	-0.12931961296267858	0.0822435558243254	-0.06941838649155742	0.04918161171587439	-0.2616699539776461	0.6413538728574528	0.41254667662434646	0.060881845284795434	0.1388393894785778	0.014332450537466816	0.15057435579012732	0.6114490947738767	0.029391182645206414	1.0	0.6035931614024921	-0.03489742985144996	0.04574392831879264	0.05598320503848866	-0.01961399654793613	0.3101164649463349	0.12089110453341635	0.07596522828725823	0.7136829415310428	0.7610062893081762	-0.11997618338791288	-0.24066932479247002	-0.09573071875241236	-0.0545359982168065	0.04574392831879264	0.007217950729640885	0.39457627118644056	0.3827643254624757	0.35256701499318494	0.18803418803418812	0.1999698158768488	0.3911882510013352	-0.11816293561043151	0.4725182277061135	0.6296028880866426	0.40080518899575046	0.04574392831879264	0.22845540682809462	0.04574392831879264	-7.803355442841755E-4	0.04574392831879264	0.04574392831879264	0.5569948186528498	0.1059695669137728	0.7136829415310428	0.6768425643262103
nucleobase-containing compound biosynthetic process	-0.05614823133071281	0.18724439040565904	0.1358787198203256	0.009358288770053626	0.4216459977452087	0.3775351014040561	0.5465972699597367	0.3997522196985339	0.3775351014040561	0.35498742665549043	0.4752906976744186	0.6075461305425504	-0.17931034482758582	-0.07875457875457864	0.1668099742046431	0.8813735691987513	0.8657185236890325	0.7675577707294969	0.8011094211326834	-0.0773737150436608	-0.06339017051153435	-0.0668449197860961	-0.1276324186343328	-0.08773853915332314	-0.13399648917495588	0.38254764292878674	-0.07502095557418262	0.5831062670299727	0.29599915549456357	0.549407114624506	0.7867653171502202	0.5837078651685393	0.16176470588235306	0.5447535114293585	0.5837078651685393	-0.0065655422232277156	0.020662549129702654	-0.03423485107839734	-0.09794319294808984	0.9720633883352393	0.04745989304812847	0.8517169614984389	0.6760341016735081	0.9720633883352393	-0.16518686764402238	0.15535108958837807	0.009358288770053626	-0.05614823133071281	-0.2666666666666662	0.7611535617451318	0.5575679172056922	0.10957663572560593	0.24863358696817087	-0.08773853915332314	-0.07105831533477305	0.8968370249073514	0.1253672869735555	0.6035931614024921	1.0	-0.03423485107839734	0.08284833960972275	0.1253672869735555	-0.0065655422232277156	0.47206453540484017	0.21232726475104186	0.1358787198203256	0.4621606008087811	0.7246376811594203	-0.15414082451659972	-0.38109482500747827	-0.06502691861078834	-0.06923425464431329	0.08284833960972275	0.032148517093049916	0.6242476354256232	0.610552286961473	0.5664131070801638	0.2574712643678163	0.30915736821854556	0.5072933549432741	-0.15600624024960993	0.5446745562130179	0.7485704950171541	0.5447535114293585	0.00479287915097577	0.41582843044220946	0.08284833960972275	-0.039571128550901155	0.08284833960972275	-0.03423485107839734	0.9447674418604651	0.18724439040565904	0.4621606008087811	0.7997992975413949
SPOTS complex	-0.022421524663678565	-0.025179856115104343	-0.022421524663678565	-0.023952095808380765	-0.0307414104882463	-0.03012048192770943	-0.03203342618384344	-0.03044719314938158	-0.03012048192770943	-0.029755579171093876	-0.03438395415472745	-0.033232628398791215	-0.03401360544217696	-0.03100775193798322	-0.03260869565217292	-0.03385731559854863	-0.03380049464138497	-0.03339694656488499	-0.033544877606528	-0.025179856115104343	0.2376081825334388	-0.023952095808380765	-0.02888086642599248	-0.026186579378069674	-0.032193158953722004	-0.031471282454760295	0.333687566418703	0.017467248908296942	-0.02934537246049549	-0.03485838779956447	-0.03419399860432677	-0.03294892915980136	-0.023952095808380765	-0.033232628398791215	-0.03294892915980136	-0.020460358056263877	-0.022421524663678565	-0.017857142857139408	-0.027027027027026765	-0.03431210821511067	0.4311377245508991	-0.03385731559854863	0.03332341565010434	-0.03431210821511067	0.07802093244529114	-0.03234152652005239	-0.023952095808380765	0.23318385650224052	0.00907029478458041	0.042338709677419664	0.025893319523563416	-0.020460358056263877	-0.02835051546391677	0.16039279869067188	-0.027739251040219053	-0.03391167192429004	-0.027027027027026765	-0.03489742985144996	-0.03423485107839734	1.0	-0.017857142857139408	0.14414414414414414	-0.020460358056263877	-0.03167420814479607	-0.026186579378069674	-0.022421524663678565	0.025641025641025682	-0.007262164124909155	-0.03331700146986756	0.017241379310344855	-0.02934537246049549	0.12977099236641265	-0.017857142857139408	0.2710997442455282	-0.03260869565217292	-0.03272939801285852	-0.032193158953722004	-0.03401360544217696	-0.032479700187382325	0.019525801952581006	0.08433734939759162	0.021885103208157407	0.04091059056417009	0.024169184290030506	-0.017857142857139408	-0.03272939801285852	-0.017857142857139408	-0.025179856115104343	-0.017857142857139408	-0.017857142857139408	-0.03438395415472745	-0.025179856115104343	0.025641025641025682	-0.03415154749199579
cellular response to decreased oxygen levels	-0.022421524663678565	0.17985611510791652	0.23318385650224052	-0.023952095808380765	0.17540687160940296	0.19879518072289268	0.20612813370473582	0.2949571836346345	0.19879518072289268	0.21253985122210456	0.07449856733524353	0.13897280966767392	0.052154195011337785	0.06718346253229998	-0.03260869565217292	0.10399032648125782	0.1071723000824402	0.12977099236641265	0.12148685403445114	-0.025179856115104343	0.05822187254130663	-0.023952095808380765	-0.02888086642599248	-0.026186579378069674	0.044265593561369214	0.14791502753737185	0.09139213602550429	0.0436681222707426	0.2279909706546284	0.047930283224400946	0.0851360781577109	0.15485996705107105	-0.023952095808380765	0.13897280966767392	0.15485996705107105	0.2710997442455282	-0.022421524663678565	-0.017857142857139408	-0.027027027027026765	0.07852193995381083	0.20359281437125745	0.10399032648125782	0.06724189229396002	0.07852193995381083	-0.03044719314938158	-0.03234152652005239	-0.023952095808380765	-0.022421524663678565	-0.03401360544217696	0.08064516129032288	0.1439668565510103	-0.020460358056263877	0.11855670103092848	-0.026186579378069674	-0.027739251040219053	0.1009463722397478	-0.027027027027026765	0.04574392831879264	0.08284833960972275	-0.017857142857139408	1.0	-0.027027027027026765	0.2710997442455282	0.14027149321266993	0.16039279869067188	-0.022421524663678565	0.025641025641025682	0.047930283224400946	0.022537971582557183	0.017241379310344855	-0.02934537246049549	0.02099236641221422	-0.017857142857139408	0.2710997442455282	0.17391304347826167	0.16715371127995338	0.1971830985915502	0.09523809523809512	0.10993129294191174	0.125523012552302	-0.03012048192770943	0.05023625963690621	0.07852193995381083	0.13897280966767392	-0.017857142857139408	0.16715371127995338	0.32142857142857373	-0.025179856115104343	-0.017857142857139408	-0.017857142857139408	0.07449856733524353	0.17985611510791652	0.025641025641025682	0.08751334044823937
