NAME	negative regulation of transcription from RNA polymerase II promoter	chromatin silencing at rDNA	response to reactive oxygen species	chromatin	nuclear chromatin	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcription factor activity, RNA polymerase II transcription factor binding	basal RNA polymerase II transcription machinery binding	RNA polymerase II transcription cofactor activity	transcriptional activator activity, RNA polymerase II transcription factor binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	DNA binding	transcription cofactor activity	histone deacetylase activity	endosome	alcohol metabolic process	regulation of DNA repair	mitotic recombination	chromatin organization	chromatin remodeling	chromatin silencing at telomere	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	cellular modified amino acid metabolic process	ergosterol biosynthetic process	glutathione metabolic process	regulation of nitrogen utilization	post-Golgi vesicle-mediated transport	Golgi to plasma membrane transport	response to oxidative stress	vacuolar transport	cell communication	response to nutrient	transcription factor binding	zinc ion binding	regulation of cell size	endosome membrane	response to organic substance	response to inorganic substance	response to metal ion	response to organonitrogen compound	regulation of gene expression	negative regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	organophosphate ester transport	ATP transport	carbohydrate biosynthetic process	organic acid catabolic process	endosomal transport	gene silencing	cytosolic transport	covalent chromatin modification	histone ubiquitination	histone deacetylation	DNA-directed RNA polymerase II, holoenzyme	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	aromatic compound biosynthetic process	cytosolic ribosome	regulation of histone modification	regulation of cellular metabolic process	positive regulation of cellular metabolic process	regulation of cellular biosynthetic process	negative regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cytoplasmic vesicle	response to nutrient levels	cellular response to nutrient levels	regulation of chromatin silencing	positive regulation of cellular protein metabolic process	maintenance of protein location in cell	regulation of localization	cellular carbohydrate biosynthetic process	nucleobase-containing compound biosynthetic process	phosphatidylinositol binding	transcriptionally active chromatin	response to topologically incorrect protein	positive regulation of transcription from RNA polymerase II promoter in response to stress	regulation of carbohydrate biosynthetic process	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	cellular amine metabolic process	cellular carbohydrate metabolic process	cellular nitrogen compound biosynthetic process	late endosome to vacuole transport	positive regulation of cellular amino acid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of phosphate metabolic process	carbon catabolite regulation of transcription	alcohol biosynthetic process	transition metal ion binding	Golgi vesicle transport	positive regulation of cellular process	negative regulation of cellular process	regulation of response to stimulus	positive regulation of response to stimulus	positive regulation of transport	regulation of DNA metabolic process	regulation of nitrogen compound metabolic process	regulation of vesicle-mediated transport	transferase complex, transferring phosphorus-containing groups	core mediator complex	cellular response to chemical stimulus	cellular response to organic substance	monocarboxylic acid catabolic process	regulation of primary metabolic process	regulation of response to stress	response to alcohol	nucleic acid-templated transcription	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	response to oxygen-containing compound	regulation of chromatin organization	regulation of nucleic acid-templated transcription	negative regulation of nucleic acid-templated transcription	negative regulation of chromatin organization	sequence-specific double-stranded DNA binding	regulation of cellular macromolecule biosynthetic process
heterocycle biosynthetic process	0.2620320855614974	0.07355516637478107	0.07355516637478107	0.16400709219858176	0.12940140845070422	0.3980144404332129	0.2428825622775801	0.2428825622775801	0.1481481481481482	0.055069930069929884	0.055069930069929884	0.055069930069929884	0.22380106571936048	0.5155677655677656	0.11072056239015819	0.055069930069929884	-0.18053097345132735	-0.03257042253521148	0.055069930069929884	0.09210526315789468	0.25939177101967814	0.09210526315789468	0.12940140845070422	0.7430167597765363	0.8061797752808989	0.011403508771929829	-0.047285464098073604	-0.02534965034965049	0.09210526315789468	-0.11355633802816918	-0.06555944055944046	0.08890845070422537	-0.11749116607773849	0.12658227848101258	0.16400709219858176	0.09210526315789468	0.3005366726296958	-0.02534965034965049	-0.11355633802816918	0.10124333925399646	0.11072056239015819	0.055069930069929884	0.051754385964912254	0.8267419962335217	0.4177215189873417	0.09210526315789468	0.4715073529411764	-0.05096660808435861	-0.028947368421052597	-0.07306338028169011	0.07029876977152905	-0.09523809523809533	0.18584070796460175	-0.0875656742556919	0.14513274336283186	0.07355516637478107	0.055069930069929884	0.09210526315789468	1.0	0.03327495621716278	0.8915094339622641	1.0	-0.13580246913580254	0.014860139860139898	0.758587786259542	0.4715073529411764	0.8254269449715371	0.3738656987295827	0.07355516637478107	-0.27094474153297693	0.2210338680926916	0.22380106571936048	0.09210526315789468	-0.010544815465729452	0.014860139860139898	-0.01410934744268081	-0.06929824561403525	0.9563567362428841	-0.10964912280701755	0.055069930069929884	0.03327495621716278	0.11072056239015819	0.014860139860139898	0.3588129496402877	0.18584070796460175	0.07355516637478107	-0.09523809523809533	0.7538910505836574	-0.028947368421052597	0.055069930069929884	0.5374771480804389	0.07355516637478107	0.11072056239015819	-0.028947368421052597	0.25673249551166977	-0.15812720848056533	0.38240740740740736	0.3494525547445256	0.08244680851063856	0.03327495621716278	-0.02534965034965049	0.1481481481481482	0.8475378787878788	-0.0875656742556919	0.06701940035273371	0.055069930069929884	0.2929475587703436	0.14513274336283186	0.014860139860139898	0.758587786259542	0.12940140845070422	0.014860139860139898	0.8700564971751411	0.9339080459770114	0.11072056239015819	0.07029876977152905	0.08890845070422537	0.8700564971751411	0.3980144404332129	0.07355516637478107	0.3005366726296958	0.8481132075471698
regulation of lipid metabolic process	0.04663212435233203	0.21590909090909055	-0.045454545454544484	0.07430340557275542	0.13389121338912247	0.09380863039399585	0.18082191780821905	0.18082191780821905	0.11538461538461482	0.2580645161290333	-0.03870967741935365	0.2580645161290333	0.063953488372093	0.04850213980028542	-0.05504587155963243	0.2580645161290333	-0.06622516556291458	0.5188284518828455	-0.03870967741935365	-0.05076142131979622	0.14018691588785068	-0.05076142131979622	0.13389121338912247	0.06966292134831474	0.05876180482686237	0.18274111675127044	0.21590909090909055	-0.03870967741935365	-0.05076142131979622	-0.05857740585774015	-0.03870967741935365	-0.05857740585774015	-0.06405693950177914	0.0036101083032491327	0.07430340557275542	0.18274111675127044	0.03271028037383208	-0.03870967741935365	-0.05857740585774015	0.19767441860465101	-0.05504587155963243	-0.03870967741935365	-0.05076142131979622	0.04921259842519687	0.08664259927797868	0.18274111675127044	0.10228802153432036	-0.05504587155963243	-0.05076142131979622	0.13389121338912247	0.15596330275229311	-0.06153846153846215	0.23841059602648937	-0.045454545454544484	0.08609271523178746	-0.045454545454544484	0.2580645161290333	-0.05076142131979622	0.03327495621716278	1.0	0.046287367405978774	0.03327495621716278	-0.06153846153846215	-0.03870967741935365	0.07050730868443666	0.10228802153432036	0.07999999999999992	0.1510067114093959	0.21590909090909055	-0.07253886010362638	0.16580310880829044	0.063953488372093	0.41624365482233516	-0.05504587155963243	-0.03870967741935365	0.11538461538461482	0.18274111675127044	0.03818181818181812	-0.05076142131979622	-0.03870967741935365	0.21590909090909055	0.15596330275229311	0.2580645161290333	0.10997963340122163	0.08609271523178746	-0.045454545454544484	0.11538461538461482	0.04515659140568099	-0.05076142131979622	-0.03870967741935365	0.12058823529411747	0.21590909090909055	0.15596330275229311	0.41624365482233516	0.021276595744681052	-0.06405693950177914	0.08222490931076175	0.12746585735963595	0.07430340557275542	0.21590909090909055	0.2580645161290333	0.11538461538461482	0.08341056533827623	-0.045454545454544484	-0.06153846153846215	-0.03870967741935365	0.08664259927797868	0.08609271523178746	0.2580645161290333	0.07050730868443666	0.13389121338912247	0.2580645161290333	0.04921259842519687	0.026556016597510338	0.15596330275229311	0.15596330275229311	0.32635983263598334	0.04921259842519687	0.09380863039399585	0.477272727272727	0.14018691588785068	0.046287367405978774
regulation of nucleobase-containing compound metabolic process	0.31573896353166986	0.09064609450337509	0.09064609450337509	0.20422873618452667	0.1584015406836784	0.4720229555236729	0.2933269323091695	0.2933269323091695	0.18094321462945132	0.06801736613603476	0.06801736613603476	0.06801736613603476	0.27089337175792505	0.6055264411624584	0.1358381502890172	0.06801736613603476	-0.1721153846153848	-0.01877708233028419	0.06801736613603476	0.1132530120481929	0.3163950143815917	0.1132530120481929	0.1584015406836784	0.8472485768500951	0.9128375177640929	-0.019759036144578333	-0.04243008678881396	-0.02074288470815258	0.1132530120481929	-0.15166104959075608	-0.06512301013024614	0.11410688493018757	-0.15055315055315058	0.1864244741873804	0.20422873618452667	0.1132530120481929	0.36049856184084367	-0.02074288470815258	-0.10736639383726522	0.13832853025936578	0.1358381502890172	0.06801736613603476	0.06891566265060234	0.9347209082308422	0.4942638623326959	0.1132530120481929	0.5621132793907663	-0.04142581888246646	-0.019759036144578333	-0.06307173808377464	0.09152215799614631	-0.1289701636188644	0.22596153846153852	-0.08678881388621026	0.18173076923076908	0.09064609450337509	0.06801736613603476	0.1132530120481929	0.8915094339622641	0.046287367405978774	1.0	0.8915094339622641	-0.1289701636188644	0.02363724071394098	0.8698727015558697	0.5621132793907663	0.9348441926345611	0.45081184336198665	0.09064609450337509	-0.25815738963531665	0.27159309021113226	0.27089337175792505	0.1132530120481929	0.002890173410404539	0.02363724071394098	0.0038498556304138965	-0.06409638554216866	0.9348441926345611	-0.10843373493975886	0.06801736613603476	0.046287367405978774	0.1358381502890172	0.02363724071394098	0.4274772618477742	0.22596153846153852	0.046287367405978774	-0.08469682386910479	0.6546222430783669	-0.06409638554216866	0.06801736613603476	0.6272640610104864	0.09064609450337509	0.1358381502890172	-0.019759036144578333	0.3170498084291188	-0.19480519480519481	0.4755344418052256	0.42966142107773025	0.11580970687169634	0.046287367405978774	-0.02074288470815258	0.18094321462945132	0.9565422768068021	-0.08678881388621026	0.048123195380173255	0.06801736613603476	0.36233269598470363	0.18173076923076908	0.02363724071394098	0.8698727015558697	0.1584015406836784	0.02363724071394098	0.9782403027436142	0.8266603862458786	0.1358381502890172	0.09152215799614631	0.11410688493018757	0.9782403027436142	0.4720229555236729	0.09064609450337509	0.36049856184084367	0.956501182033097
aromatic compound biosynthetic process	0.2620320855614974	0.07355516637478107	0.07355516637478107	0.16400709219858176	0.12940140845070422	0.3980144404332129	0.2428825622775801	0.2428825622775801	0.1481481481481482	0.055069930069929884	0.055069930069929884	0.055069930069929884	0.22380106571936048	0.5155677655677656	0.11072056239015819	0.055069930069929884	-0.18053097345132735	-0.03257042253521148	0.055069930069929884	0.09210526315789468	0.25939177101967814	0.09210526315789468	0.12940140845070422	0.7430167597765363	0.8061797752808989	0.011403508771929829	-0.047285464098073604	-0.02534965034965049	0.09210526315789468	-0.11355633802816918	-0.06555944055944046	0.08890845070422537	-0.11749116607773849	0.12658227848101258	0.16400709219858176	0.09210526315789468	0.3005366726296958	-0.02534965034965049	-0.11355633802816918	0.10124333925399646	0.11072056239015819	0.055069930069929884	0.051754385964912254	0.8267419962335217	0.4177215189873417	0.09210526315789468	0.4715073529411764	-0.05096660808435861	-0.028947368421052597	-0.07306338028169011	0.07029876977152905	-0.09523809523809533	0.18584070796460175	-0.0875656742556919	0.14513274336283186	0.07355516637478107	0.055069930069929884	0.09210526315789468	1.0	0.03327495621716278	0.8915094339622641	1.0	-0.13580246913580254	0.014860139860139898	0.758587786259542	0.4715073529411764	0.8254269449715371	0.3738656987295827	0.07355516637478107	-0.27094474153297693	0.2210338680926916	0.22380106571936048	0.09210526315789468	-0.010544815465729452	0.014860139860139898	-0.01410934744268081	-0.06929824561403525	0.9563567362428841	-0.10964912280701755	0.055069930069929884	0.03327495621716278	0.11072056239015819	0.014860139860139898	0.3588129496402877	0.18584070796460175	0.07355516637478107	-0.09523809523809533	0.7538910505836574	-0.028947368421052597	0.055069930069929884	0.5374771480804389	0.07355516637478107	0.11072056239015819	-0.028947368421052597	0.25673249551166977	-0.15812720848056533	0.38240740740740736	0.3494525547445256	0.08244680851063856	0.03327495621716278	-0.02534965034965049	0.1481481481481482	0.8475378787878788	-0.0875656742556919	0.06701940035273371	0.055069930069929884	0.2929475587703436	0.14513274336283186	0.014860139860139898	0.758587786259542	0.12940140845070422	0.014860139860139898	0.8700564971751411	0.9339080459770114	0.11072056239015819	0.07029876977152905	0.08890845070422537	0.8700564971751411	0.3980144404332129	0.07355516637478107	0.3005366726296958	0.8481132075471698
cytosolic ribosome	-0.12444444444444464	-0.06153846153846215	-0.06153846153846215	-0.1119592875318058	-0.08832807570977932	-0.14408233276157825	-0.12064965197215784	-0.12064965197215784	0.041666666666667074	-0.04979253112033348	0.1410788381742742	-0.04979253112033348	-0.11650485436893267	-0.15782312925170094	0.07382550335570466	-0.04979253112033348	-0.10695187165775376	-0.08832807570977932	-0.04979253112033348	-0.07168458781362083	-0.13114754098360631	-0.07168458781362083	-0.08832807570977932	-0.11699779249448135	-0.12253374870197309	-0.07168458781362083	-0.06153846153846215	-0.04979253112033348	-0.07168458781362083	-0.08832807570977932	-0.04979253112033348	-0.08832807570977932	-0.10140845070422494	-0.14617940199335575	-0.1119592875318058	-0.07168458781362083	-0.13114754098360631	-0.04979253112033348	-0.08832807570977932	-0.004854368932038309	-0.08053691275167782	-0.04979253112033348	0.09318996415770615	-0.1274509803921568	-0.14617940199335575	-0.07168458781362083	-0.1604139715394567	-0.08053691275167782	-0.07168458781362083	-0.08832807570977932	-0.08053691275167782	-0.09523809523809547	-0.10695187165775376	-0.06153846153846215	-0.10695187165775376	-0.06153846153846215	-0.04979253112033348	0.09318996415770615	-0.13580246913580254	-0.06153846153846215	-0.1289701636188644	-0.13580246913580254	1.0	-0.04979253112033348	-0.13703382480485687	-0.1604139715394567	-0.1332116788321169	-0.14999999999999997	-0.06153846153846215	-0.12444444444444464	-0.12444444444444464	-0.11650485436893267	-0.07168458781362083	-0.08053691275167782	-0.04979253112033348	-0.09523809523809547	-0.07168458781362083	-0.1332116788321169	-0.07168458781362083	-0.04979253112033348	-0.06153846153846215	-0.08053691275167782	-0.04979253112033348	-0.13944954128440323	-0.10695187165775376	-0.06153846153846215	-0.09523809523809547	0.09233060312732688	-0.07168458781362083	-0.04979253112033348	-0.15642458100558682	-0.06153846153846215	-0.08053691275167782	-0.07168458781362083	-0.136882129277567	-0.10140845070422494	-0.16489988221437007	-0.15494978479196608	-0.1119592875318058	-0.06153846153846215	-0.04979253112033348	-0.09523809523809547	-0.13184772516248844	-0.06153846153846215	0.041666666666667074	0.1410788381742742	-0.14617940199335575	-0.10695187165775376	-0.04979253112033348	-0.13703382480485687	-0.08832807570977932	0.1410788381742742	-0.1274509803921568	-0.13937867338371113	-0.08053691275167782	0.07382550335570466	-0.08832807570977932	-0.1274509803921568	-0.14408233276157825	-0.06153846153846215	-0.13114754098360631	-0.1289701636188644
regulation of histone modification	0.19189189189189162	0.2580645161290333	-0.03870967741935365	0.397708674304419	-0.04783599088838343	0.027857829010567138	-0.055954088952653906	-0.055954088952653906	0.33195020746887915	0.6554307116104866	-0.03370786516854014	-0.03370786516854014	-0.0550458715596336	0.0036101083032492164	-0.04545454545454653	-0.03370786516854014	-0.05281690140845169	-0.04783599088838343	0.6554307116104866	-0.04249291784702416	0.2760290556900725	-0.04249291784702416	0.3712984054669695	0.0395033860045144	0.03208837453971582	-0.04249291784702416	-0.03870967741935365	-0.03370786516854014	-0.04249291784702416	-0.04783599088838343	-0.03370786516854014	-0.04783599088838343	-0.0514285714285717	-0.06088560885608895	-0.054009819967266705	-0.04249291784702416	-0.05811138014527903	-0.03370786516854014	-0.04783599088838343	-0.0550458715596336	-0.04545454545454653	-0.03370786516854014	-0.04249291784702416	0.02561576354679782	0.10885608856088556	-0.04249291784702416	0.12440516655336518	-0.04545454545454653	-0.04249291784702416	-0.04783599088838343	-0.04545454545454653	-0.04979253112033348	0.2711267605633795	-0.03870967741935365	0.433098591549296	0.5548387096774194	-0.03370786516854014	0.4787535410764872	0.014860139860139898	-0.03870967741935365	0.02363724071394098	0.014860139860139898	-0.04979253112033348	1.0	0.052767052767052715	0.12440516655336518	0.018165304268846466	0.09572649572649547	-0.03870967741935365	-0.05675675675675631	-0.05675675675675631	-0.0550458715596336	0.4787535410764872	0.6515151515151515	-0.03370786516854014	-0.04979253112033348	-0.04249291784702416	0.018165304268846466	-0.04249291784702416	0.6554307116104866	-0.03870967741935365	-0.04545454545454653	-0.03370786516854014	-0.059685863874346295	-0.05281690140845169	-0.03870967741935365	-0.04979253112033348	3.621876131836751E-4	-0.04249291784702416	-0.03370786516854014	0.07451564828613978	0.5548387096774194	-0.04545454545454653	-0.04249291784702416	-0.059210526315789797	-0.0514285714285717	0.1040779062690204	0.07929176289453387	0.24713584288052357	-0.03870967741935365	-0.03370786516854014	0.33195020746887915	0.019916628068550175	-0.03870967741935365	0.33195020746887915	-0.03370786516854014	-0.06088560885608895	-0.05281690140845169	-0.03370786516854014	0.052767052767052715	0.3712984054669695	-0.03370786516854014	0.02561576354679782	0.010343400910219232	-0.04545454545454653	-0.04545454545454653	0.580865603644647	0.02561576354679782	0.11623439000960564	-0.03870967741935365	-0.05811138014527903	0.02363724071394098
regulation of cellular metabolic process	0.2521968365553603	0.07050730868443666	0.07050730868443666	0.19685726756874725	0.1241886629164863	0.3842034805890227	0.23366944322665492	0.23366944322665492	0.14223764093668675	0.052767052767052715	0.052767052767052715	0.052767052767052715	0.2152230971128609	0.4984098137210358	0.10621761658031088	0.052767052767052715	-0.14198606271777003	-0.03504976200778892	0.052767052767052715	0.08832399827660499	0.2894969108561342	0.08832399827660499	0.1241886629164863	0.7226345083487942	0.7851471275105091	-0.030590262817750905	-0.04815133276010324	-0.026169026169026166	0.08832399827660499	-0.15447858070099535	-0.06563706563706573	0.08437905668541751	-0.07953063885267286	0.11538461538461521	0.19685726756874725	0.08832399827660499	0.2894969108561342	-0.026169026169026166	-0.0748593682388578	0.13473315835520566	0.10621761658031088	0.052767052767052715	0.048685911245153056	0.8485418626528692	0.4033989266547404	0.08832399827660499	0.5801004107713371	-0.01295336787564759	0.009047824213701027	-0.03504976200778892	0.0664939550949915	-0.09713790112749363	0.1785714285714286	-0.08770421324161655	0.1785714285714286	0.07050730868443666	0.052767052767052715	0.08832399827660499	0.758587786259542	0.07050730868443666	0.8698727015558697	0.758587786259542	-0.13703382480485687	0.052767052767052715	1.0	0.5801004107713371	0.9344729344729344	0.4420485175202158	0.07050730868443666	-0.1924428822495606	0.2521968365553603	0.2152230971128609	0.08832399827660499	0.10621761658031088	0.013299013299013177	-0.01734605377276676	-0.07022834984920283	0.8034188034188035	-0.10986643688065487	0.052767052767052715	0.07050730868443666	0.10621761658031088	0.052767052767052715	0.3460684140382053	0.1785714285714286	0.030954428202923368	-0.057241977450130245	0.5943165115139637	-0.030590262817750905	0.052767052767052715	0.5203989120580236	0.07050730868443666	0.10621761658031088	-0.030590262817750905	0.24556737588652477	-0.19947848761408085	0.49147858129894045	0.4174581637268204	0.07638585770405942	0.030954428202923368	-0.026169026169026166	0.14223764093668675	0.9128375177640929	-0.08770421324161655	0.022549869904596717	0.052767052767052715	0.27996422182468683	0.13850174216027883	0.013299013299013177	1.0	0.1241886629164863	0.013299013299013177	0.8485418626528692	0.6905333974050937	0.10621761658031088	0.0664939550949915	0.1241886629164863	0.8485418626528692	0.3842034805890227	0.07050730868443666	0.2894969108561342	0.8698727015558697
positive regulation of cellular metabolic process	0.35330073349633256	0.10228802153432036	-0.021534320323014697	0.19044626021370228	0.03853690398432425	0.6300976450315909	0.4892041949413941	0.4892041949413941	0.25614489003880986	0.12440516655336518	0.06186267845003357	0.12440516655336518	0.4557907845579078	0.45620634067705546	0.12005277044854884	0.06186267845003357	-0.13832487309644634	0.03853690398432425	0.12440516655336518	-0.1032644903397738	0.2545018007202883	0.019320453031312104	0.0986283474853034	0.7004008016032065	0.6393924546790789	-0.041972018654230524	-0.021534320323014697	-0.06322229775662853	0.14190539640239802	-0.14173742651861554	-0.06322229775662853	-0.02155453951665607	-0.11979500320307515	0.18792710706150345	0.3060967944688876	0.2031978680879412	0.4201680672268906	-0.06322229775662853	-0.08164598301763513	0.1120797011207969	-0.062005277044855034	-0.06322229775662853	0.14190539640239802	0.5810162991371044	0.2403189066059224	0.2031978680879412	1.0	-0.001319261213720174	0.019320453031312104	-0.02155453951665607	0.1807387862796834	-0.1009055627425612	0.09517766497461945	-0.0834454912516822	0.15355329949238586	0.04037685060565282	0.06186267845003357	0.14190539640239802	0.4715073529411764	0.10228802153432036	0.5621132793907663	0.4715073529411764	-0.1604139715394567	0.12440516655336518	0.5801004107713371	1.0	0.5069897483690587	0.20156774916013448	0.16419919246298784	-0.20904645476772565	0.4095354523227386	0.34122042341220427	0.2031978680879412	0.24142480211081785	-6.798096532968436E-4	-0.04139715394566601	-0.041972018654230524	0.5069897483690587	-0.1032644903397738	0.12440516655336518	-0.0834454912516822	0.24142480211081785	0.06186267845003357	0.516072472238457	0.21192893401015236	0.10228802153432036	-0.04139715394566601	0.29260999572832125	-0.041972018654230524	0.12440516655336518	0.9252437703141928	0.16419919246298784	0.12005277044854884	0.019320453031312104	0.37617924528301894	-0.1787315823190264	0.9056893900563814	0.19606772255598034	0.13262099308610936	0.10228802153432036	-6.798096532968436E-4	0.1371280724450195	0.5251055842327547	-0.0834454912516822	0.07761966364812402	0.06186267845003357	0.2403189066059224	0.15355329949238586	0.06186267845003357	0.5801004107713371	0.15871979098628364	0.06186267845003357	0.5810162991371044	0.420081044574516	0.24142480211081785	-0.001319261213720174	0.27890267798824303	0.5810162991371044	0.260195290063182	0.16419919246298784	0.5306122448979592	0.5621132793907663
regulation of cellular biosynthetic process	0.2825688073394496	0.07999999999999992	0.07999999999999992	0.17932296431838976	0.14038286235186878	0.4265927977839335	0.2621448212648945	0.2621448212648945	0.16058394160583947	0.059945504087193506	0.059945504087193506	0.059945504087193506	0.2417582417582418	0.5506976744186048	0.12021857923497266	0.059945504087193506	-0.1773308957952469	-0.027347310847766683	0.059945504087193506	0.10009099181073713	0.28125000000000006	0.10009099181073713	0.14038286235186878	0.7842401500938084	0.8485418626528692	-0.025477707006369348	-0.045454545454545456	-0.023614895549500466	0.10009099181073713	-0.15314494074749313	-0.06539509536784727	0.09845031905195997	-0.1132420091324201	0.14972273567467664	0.17932296431838976	0.10009099181073713	0.32352941176470595	-0.023614895549500466	-0.11121239744758445	0.1575091575091575	0.12021857923497266	0.059945504087193506	0.058234758871701674	0.9132075471698113	0.4473197781885399	0.10009099181073713	0.5069897483690587	-0.047358834244080175	-0.025477707006369348	-0.027347310847766683	0.07832422586520937	-0.1332116788321169	0.20109689213893978	-0.08727272727272736	0.15904936014625243	0.07999999999999992	0.059945504087193506	0.10009099181073713	0.8254269449715371	0.07999999999999992	0.9348441926345611	0.8254269449715371	-0.1332116788321169	0.018165304268846466	0.9344729344729344	0.5069897483690587	1.0	0.48888888888888876	0.07999999999999992	-0.22385321100917427	0.24036697247706434	0.2417582417582418	0.10009099181073713	-0.005464480874316884	0.018165304268846466	-0.007299270072992771	-0.06733393994540492	0.8693181818181817	-0.10919017288444037	0.059945504087193506	0.07999999999999992	0.12021857923497266	0.059945504087193506	0.38525345622119817	0.20109689213893978	0.03818181818181812	-0.049270072992700885	0.6692233940556088	-0.06733393994540492	0.059945504087193506	0.5724907063197027	0.07999999999999992	0.12021857923497266	-0.025477707006369348	0.27992633517495386	-0.19726027397260268	0.4190832553788588	0.46610956360259964	0.09515096065873745	0.03818181818181812	-0.023614895549500466	0.16058394160583947	0.9782403027436142	-0.08727272727272736	0.034671532846715335	0.059945504087193506	0.3197781885397412	0.15904936014625243	0.018165304268846466	0.9344729344729344	0.14038286235186878	0.018165304268846466	0.9132075471698113	0.7592768791627023	0.12021857923497266	0.07832422586520937	0.09845031905195997	0.9132075471698113	0.4265927977839335	0.07999999999999992	0.32352941176470595	0.9348441926345611
negative regulation of cellular biosynthetic process	0.6742209631728043	0.22818791946308734	-0.00335570469798661	0.41901931649331353	0.37837837837837845	0.03065134099616857	-0.025899280575539828	-0.025899280575539828	0.20937499999999987	0.17435897435897474	0.01709401709401765	0.09572649572649547	-0.008771929824561141	0.1814006888633755	0.10679611650485428	0.17435897435897474	-0.11178247734138974	0.012718600953894824	0.17435897435897474	0.28006589785831953	0.4313186813186813	0.052718286655683434	0.37837837837837845	0.2886597938144331	0.33499501495513473	0.052718286655683434	-0.08053691275167782	0.01709401709401765	0.12850082372322905	-0.13354531001589798	-0.06153846153846174	-0.06041335453100102	-0.024577572964669975	-0.04282115869017644	0.14561664190193194	0.204283360790774	-0.0741758241758239	-0.06153846153846174	-0.06041335453100102	0.12573099415204692	0.10679611650485428	0.09572649572649547	0.052718286655683434	0.37837837837837834	0.9420654911838788	0.052718286655683434	0.20156774916013448	-0.04207119741100327	-0.023064250411861446	0.012718600953894824	-0.04207119741100327	-0.07812499999999961	0.5135951661631419	-0.08053691275167782	0.3746223564954683	0.22818791946308734	0.17435897435897474	0.204283360790774	0.3738656987295827	0.1510067114093959	0.45081184336198665	0.3738656987295827	-0.14999999999999997	0.09572649572649547	0.4420485175202158	0.20156774916013448	0.48888888888888876	1.0	0.0738255033557046	-0.107648725212465	0.08781869688385253	0.12573099415204692	0.28006589785831953	0.10679611650485428	0.09572649572649547	0.06562499999999992	-0.023064250411861446	0.4037037037037038	-0.09884678747940712	0.09572649572649547	0.0738255033557046	0.032362459546925494	0.09572649572649547	0.0026281208935611295	-0.04229607250755292	-0.00335570469798661	-0.006250000000000059	0.2665576451349142	-0.023064250411861446	0.01709401709401765	0.25116279069767455	0.1510067114093959	0.10679611650485428	-0.023064250411861446	-0.10400000000000006	-0.16589861751152088	0.14087513340448246	0.9187279151943465	0.0772659732540862	-0.00335570469798661	-0.06153846153846174	0.35312499999999986	0.46211412535079527	-0.08053691275167782	0.13750000000000015	0.09572649572649547	0.1309823677581865	0.09667673716012071	0.01709401709401765	0.4420485175202158	0.15898251192368842	0.01709401709401765	0.4227799227799227	0.3312775330396476	0.032362459546925494	0.032362459546925494	0.23211446740858532	0.4227799227799227	0.9118773946360152	0.1510067114093959	0.052197802197802366	0.40687679083094563
